ID,Title,Year,Certificate,Time,Genre,IMDB rating,Metascore,Number of vote,Movie link
tt5022622,Thou Shalt Not Kill,(2015– ),No-certificate,90 min,"Crime, Drama, Mystery",7.1,-1,789,/title/tt5022622/?ref_=adv_li_tt
tt6063090,Light of My Life,(I) (2019),R,119 min,"Drama, Sci-Fi, Thriller",6.6,67,13005,/title/tt6063090/?ref_=adv_li_tt
tt6185782,Miss Kobayashi's Dragon Maid,(2017–2022),TV-14,24 min,"Animation, Comedy, Fantasy",7.7,-1,3843,/title/tt6185782/?ref_=adv_li_tt
tt0067549,The Panic in Needle Park,-1971,PG,110 min,Drama,7.1,74,17718,/title/tt0067549/?ref_=adv_li_tt
tt13424422,Sword Art Online: Progressive - Aria of a Starless Night,-2021,No-certificate,97 min,"Animation, Action, Adventure",7.3,-1,551,/title/tt13424422/?ref_=adv_li_tt
tt0095925,Pumpkinhead,-1988,R,86 min,"Fantasy, Horror",6.2,47,23260,/title/tt0095925/?ref_=adv_li_tt
tt0087127,Deathstalker,-1983,R,80 min,"Action, Adventure, Fantasy",4.6,-1,5052,/title/tt0087127/?ref_=adv_li_tt
tt11382150,Kamikaze,(2021– ),No-certificate,30 min,"Drama, Thriller",6.4,-1,718,/title/tt11382150/?ref_=adv_li_tt
tt0271027,Kiss of the Dragon,-2001,R,98 min,"Action, Crime, Thriller",6.6,58,63075,/title/tt0271027/?ref_=adv_li_tt
tt0087032,Cannonball Run II,-1984,PG,108 min,"Action, Comedy",5.1,13,15883,/title/tt0087032/?ref_=adv_li_tt
tt10539484,Sex Life,(2019– ),TV-MA,runtime-unknow,Documentary,5.1,-1,182,/title/tt10539484/?ref_=adv_li_tt
tt0073965,The Bionic Woman,(1976–1978),TV-PG,60 min,"Action, Adventure, Drama",6.7,-1,7024,/title/tt0073965/?ref_=adv_li_tt
tt3450650,Paul Blart: Mall Cop 2,-2015,PG,94 min,"Action, Comedy, Crime",4.4,13,36789,/title/tt3450650/?ref_=adv_li_tt
tt1053810,The Big Year,-2011,PG,100 min,Comedy,6.2,53,44491,/title/tt1053810/?ref_=adv_li_tt
tt7545266,Like a Boss,-2020,R,83 min,Comedy,4.6,33,13306,/title/tt7545266/?ref_=adv_li_tt
tt0033563,Dumbo,-1941,G,64 min,"Animation, Adventure, Drama",7.2,96,128222,/title/tt0033563/?ref_=adv_li_tt
tt0346156,Sky Captain and the World of Tomorrow,-2004,PG,106 min,"Action, Adventure, Mystery",6,64,84199,/title/tt0346156/?ref_=adv_li_tt
tt1622547,30 Minutes or Less,-2011,R,83 min,"Action, Comedy, Crime",6.1,49,98853,/title/tt1622547/?ref_=adv_li_tt
tt2256491,Good Cop,-2012,TV-MA,60 min,"Drama, Thriller",7.7,-1,1512,/title/tt2256491/?ref_=adv_li_tt
tt0446755,The Painted Veil,-2006,PG-13,125 min,"Drama, Romance",7.5,69,92004,/title/tt0446755/?ref_=adv_li_tt
tt0080306,Yes Minister,(1980–1984),TV-PG,30 min,Comedy,8.6,-1,14169,/title/tt0080306/?ref_=adv_li_tt
tt17524492,The Wedding Veil Legacy,(2022 TV Movie),No-certificate,84 min,"Comedy, Romance",-1,-1,-1,/title/tt17524492/?ref_=adv_li_tt
tt7616798,A Dog's Way Home,-2019,PG,96 min,"Adventure, Drama, Family",6.7,50,17175,/title/tt7616798/?ref_=adv_li_tt
tt0318462,The Motorcycle Diaries,-2004,R,126 min,"Adventure, Biography, Drama",7.8,75,100091,/title/tt0318462/?ref_=adv_li_tt
tt4958386,Love Sex & Kung Fu,-2015,No-certificate,126 min,Action,5.6,-1,18,/title/tt4958386/?ref_=adv_li_tt
tt15320362,All the Light We Cannot See,,No-certificate,runtime-unknow,"Drama, History, War",-1,-1,-1,/title/tt15320362/?ref_=adv_li_tt
tt6059460,Delicious,(I) (2016–2019),TV-14,45 min,"Comedy, Drama",7,-1,1764,/title/tt6059460/?ref_=adv_li_tt
tt1598828,One for the Money,-2012,PG-13,91 min,"Action, Comedy, Crime",5.3,22,42032,/title/tt1598828/?ref_=adv_li_tt
tt6487156,The Black Hand,,No-certificate,runtime-unknow,Drama,-1,-1,-1,/title/tt6487156/?ref_=adv_li_tt
tt1742044,Jersey Boys,-2014,R,134 min,"Biography, Drama, Music",6.8,54,34508,/title/tt1742044/?ref_=adv_li_tt
tt17494264,Mithya,(2022– ),No-certificate,runtime-unknow,"Drama, Thriller",-1,-1,-1,/title/tt17494264/?ref_=adv_li_tt
tt0490822,Bring It on: All or Nothing,(2006 Video),PG-13,99 min,"Comedy, Sport",5.6,-1,20651,/title/tt0490822/?ref_=adv_li_tt
tt0083550,Amityville II: The Possession,-1982,R,104 min,Horror,5.5,34,11239,/title/tt0083550/?ref_=adv_li_tt
tt0150661,14 and Under,-1973,X,87 min,Comedy,5.1,-1,336,/title/tt0150661/?ref_=adv_li_tt
tt0048445,Oklahoma!,-1955,G,145 min,"Comedy, Drama, Musical",7.1,74,12504,/title/tt0048445/?ref_=adv_li_tt
tt2872462,Mistress America,-2015,R,84 min,"Comedy, Drama",6.7,75,26791,/title/tt2872462/?ref_=adv_li_tt
tt2326517,"Finding Your Roots with Henry Louis Gates, Jr.",(2012– ),TV-PG,53 min,"Documentary, Biography, History",8.5,-1,1053,/title/tt2326517/?ref_=adv_li_tt
tt8655736,Monarca,(2019–2021),TV-MA,43 min,Drama,7.9,-1,3124,/title/tt8655736/?ref_=adv_li_tt
tt9860728,Falling Inn Love,-2019,TV-PG,98 min,"Comedy, Romance",5.7,-1,18781,/title/tt9860728/?ref_=adv_li_tt
tt1160996,The Colony,(I) (2013),Not Rated,95 min,"Action, Sci-Fi, Thriller",5.3,28,44975,/title/tt1160996/?ref_=adv_li_tt
tt16463942,Die Discounter,-2021,No-certificate,17 min,Comedy,8,-1,1351,/title/tt16463942/?ref_=adv_li_tt
tt0031385,"Goodbye, Mr. Chips",-1939,Unrated,114 min,"Drama, Romance",7.9,-1,10445,/title/tt0031385/?ref_=adv_li_tt
tt13737848,Mix Up in the Mediterranean,(2021 TV Movie),TV-G,84 min,"Comedy, Romance",6.4,-1,789,/title/tt13737848/?ref_=adv_li_tt
tt13980362,Entrevías,(2021– ),No-certificate,79 min,"Action, Adventure, Crime",7.2,-1,30,/title/tt13980362/?ref_=adv_li_tt
tt1213012,Alpha and Omega,-2010,PG,90 min,"Animation, Adventure, Comedy",5.2,36,14155,/title/tt1213012/?ref_=adv_li_tt
tt0400717,Open Season,-2006,PG,86 min,"Animation, Adventure, Comedy",6.1,49,93356,/title/tt0400717/?ref_=adv_li_tt
tt0477139,Wristcutters: A Love Story,-2006,R,88 min,"Comedy, Drama, Fantasy",7.3,62,55432,/title/tt0477139/?ref_=adv_li_tt
tt10530900,Gullak,(2019– ),No-certificate,24 min,"Comedy, Drama, Family",9,-1,11535,/title/tt10530900/?ref_=adv_li_tt
tt0481536,Harold & Kumar Escape from Guantanamo Bay,-2008,R,114 min,"Adventure, Comedy",6.6,57,135479,/title/tt0481536/?ref_=adv_li_tt
tt0071411,Dersu Uzala,-1975,G,142 min,"Adventure, Biography, Drama",8.3,-1,27323,/title/tt0071411/?ref_=adv_li_tt
tt0099165,The Bonfire of the Vanities,-1990,R,125 min,"Comedy, Drama, Romance",5.6,27,24683,/title/tt0099165/?ref_=adv_li_tt
tt2944198,Backcountry,(I) (2014),R,92 min,"Adventure, Drama, Horror",6,62,20744,/title/tt2944198/?ref_=adv_li_tt
tt9849190,Little Birds,(2020– ),TV-MA,runtime-unknow,"Drama, Romance",6,-1,2757,/title/tt9849190/?ref_=adv_li_tt
tt5700648,A Man and a Woman,-2016,Not Rated,115 min,"Drama, Romance",6.8,-1,1514,/title/tt5700648/?ref_=adv_li_tt
tt0092494,*batteries not included,-1987,PG,106 min,"Comedy, Family, Fantasy",6.7,54,34989,/title/tt0092494/?ref_=adv_li_tt
tt7945066,Gen: Lock,(2018– ),TV-PG,30 min,"Animation, Action, Adventure",7.2,-1,1510,/title/tt7945066/?ref_=adv_li_tt
tt1542768,True Memoirs of an International Assassin,-2016,TV-14,98 min,"Action, Comedy, Crime",5.9,37,22305,/title/tt1542768/?ref_=adv_li_tt
tt2515034,The Gunman,-2015,R,115 min,"Action, Crime, Thriller",5.8,39,40724,/title/tt2515034/?ref_=adv_li_tt
tt1832045,Magic City,(2012–2013),TV-MA,50 min,"Crime, Drama",7.6,-1,12577,/title/tt1832045/?ref_=adv_li_tt
tt0079271,Hardcore,-1979,R,108 min,"Crime, Drama",7,63,10405,/title/tt0079271/?ref_=adv_li_tt
tt0410097,Hustle & Flow,-2005,R,116 min,"Crime, Drama, Music",7.3,68,40185,/title/tt0410097/?ref_=adv_li_tt
tt4085584,Rush Hour,-2016,TV-14,43 min,"Action, Comedy, Crime",5.7,-1,3682,/title/tt4085584/?ref_=adv_li_tt
tt10614122,Halifax: Retribution,(2020– ),No-certificate,356 min,"Crime, Drama",6.9,-1,834,/title/tt10614122/?ref_=adv_li_tt
tt7646322,The Devil Below,-2021,No-certificate,88 min,"Horror, Thriller",4.2,-1,3984,/title/tt7646322/?ref_=adv_li_tt
tt6792200,The Keepers,(II) (2017),TV-MA,436 min,"Documentary, Crime, Mystery",8.1,-1,21125,/title/tt6792200/?ref_=adv_li_tt
tt0360201,Wimbledon,-2004,PG-13,98 min,"Comedy, Romance, Sport",6.3,59,63702,/title/tt0360201/?ref_=adv_li_tt
tt0059711,Shenandoah,-1965,Approved,105 min,"Drama, War, Western",7.3,-1,8611,/title/tt0059711/?ref_=adv_li_tt
tt0233127,"Yo soy Betty, la fea",(1999–2001),TV-PG,30 min,"Comedy, Drama, Romance",8.2,-1,3017,/title/tt0233127/?ref_=adv_li_tt
tt5592146,Speechless,(2016–2019),TV-PG,30 min,Comedy,7.6,-1,7780,/title/tt5592146/?ref_=adv_li_tt
tt15074312,Maigret,(2016–2017),No-certificate,90 min,"Crime, Drama, Mystery",7.8,-1,431,/title/tt15074312/?ref_=adv_li_tt
tt9458062,Enhanced,(II) (2019),No-certificate,99 min,"Action, Sci-Fi",4.7,-1,778,/title/tt9458062/?ref_=adv_li_tt
tt4878612,Z: The Beginning of Everything,(2015–2017),TV-14,27 min,"Biography, Drama",7.1,-1,4103,/title/tt4878612/?ref_=adv_li_tt
tt0116039,Day of the Warrior,-1996,R,96 min,"Action, Adventure, Thriller",3.8,-1,1279,/title/tt0116039/?ref_=adv_li_tt
tt1235547,Better Off Ted,(2009–2010),TV-PG,30 min,"Comedy, Sci-Fi",8.2,-1,25814,/title/tt1235547/?ref_=adv_li_tt
tt1300851,The Boondock Saints II: All Saints Day,-2009,R,118 min,"Action, Thriller",6.3,24,63722,/title/tt1300851/?ref_=adv_li_tt
tt0107497,Malice,-1993,R,107 min,"Crime, Mystery, Thriller",6.4,52,24894,/title/tt0107497/?ref_=adv_li_tt
tt0346293,Hitler: The Rise of Evil,-2003,No-certificate,130 min,"Biography, Drama, History",7.3,-1,21927,/title/tt0346293/?ref_=adv_li_tt
tt1402488,Happy Feet Two,-2011,PG,100 min,"Animation, Adventure, Comedy",5.9,50,44093,/title/tt1402488/?ref_=adv_li_tt
tt1565810,Den som dræber,-2011,No-certificate,90 min,"Action, Crime, Thriller",7.2,-1,3417,/title/tt1565810/?ref_=adv_li_tt
tt2968404,Black Box,-2014,TV-14,42 min,Drama,6.7,-1,3772,/title/tt2968404/?ref_=adv_li_tt
tt2845786,Anthony Bourdain: Parts Unknown,(2013–2018),TV-PG,42 min,"Documentary, Adventure",8.8,-1,5890,/title/tt2845786/?ref_=adv_li_tt
tt0102536,Night on Earth,-1991,R,129 min,"Comedy, Drama",7.7,68,59137,/title/tt0102536/?ref_=adv_li_tt
tt0758742,Death Note,-2006,Not Rated,126 min,"Crime, Drama, Fantasy",7.6,-1,30041,/title/tt0758742/?ref_=adv_li_tt
tt11448490,Masquerade,(II) (2021),No-certificate,80 min,"Horror, Thriller",3.8,-1,701,/title/tt11448490/?ref_=adv_li_tt
tt0063787,Vixen!,-1968,X,70 min,Drama,5.7,74,2781,/title/tt0063787/?ref_=adv_li_tt
tt1841108,Femme Fatales,(2011–2012),TV-14,30 min,"Crime, Drama, Mystery",6,-1,1561,/title/tt1841108/?ref_=adv_li_tt
tt14950412,Section Eight,-2022,No-certificate,runtime-unknow,Action,-1,-1,-1,/title/tt14950412/?ref_=adv_li_tt
tt0074896,The Message,-1976,PG,177 min,"Biography, Drama, History",8.2,-1,46473,/title/tt0074896/?ref_=adv_li_tt
tt11650736,The Prince,(2021– ),TV-MA,14 min,"Animation, Comedy",5.4,-1,2474,/title/tt11650736/?ref_=adv_li_tt
tt11348950,You're Bacon Me Crazy,(2020 TV Movie),TV-G,82 min,Romance,6.6,-1,1006,/title/tt11348950/?ref_=adv_li_tt
tt1657299,The Decoy Bride,-2011,PG,89 min,"Comedy, Drama, Romance",6.2,42,11517,/title/tt1657299/?ref_=adv_li_tt
tt0080904,Humanoids from the Deep,-1980,R,80 min,"Horror, Sci-Fi",5.7,49,8946,/title/tt0080904/?ref_=adv_li_tt
tt17005888,Aziz Ansari: Nightclub Comedian,(2022 TV Special),TV-MA,30 min,Comedy,7.1,-1,1599,/title/tt17005888/?ref_=adv_li_tt
tt1830643,Death of Me,-2020,R,94 min,"Horror, Mystery, Thriller",4.4,31,5820,/title/tt1830643/?ref_=adv_li_tt
tt6112556,Yuri!!! On Ice,-2016,TV-14,20 min,"Animation, Comedy, Drama",8.3,-1,7635,/title/tt6112556/?ref_=adv_li_tt
tt0110074,The Hudsucker Proxy,-1994,PG,111 min,"Comedy, Drama, Fantasy",7.2,53,80065,/title/tt0110074/?ref_=adv_li_tt
tt1034385,Cold Skin,-2017,TV-14,108 min,"Action, Horror, Sci-Fi",6,-1,15111,/title/tt1034385/?ref_=adv_li_tt
tt7572868,The Name of the Rose,-2019,TV-MA,60 min,"Drama, Mystery, Thriller",7,-1,3813,/title/tt7572868/?ref_=adv_li_tt
tt2069441,Future Diary,(2011–2013),TV-MA,25 min,"Animation, Action, Drama",7.5,-1,16383,/title/tt2069441/?ref_=adv_li_tt
tt0102388,The Man in the Moon,-1991,PG-13,99 min,"Drama, Romance",7.4,73,16477,/title/tt0102388/?ref_=adv_li_tt
tt12885852,Batman: Soul of the Dragon,-2021,R,83 min,"Animation, Action, Adventure",6.1,-1,5182,/title/tt12885852/?ref_=adv_li_tt
tt11127690,The Paramedic,-2020,TV-MA,94 min,"Crime, Drama, Thriller",5.7,-1,11723,/title/tt11127690/?ref_=adv_li_tt
tt11379322,The Neighbor in the Window,(2020 TV Movie),TV-14,87 min,Thriller,5.5,-1,404,/title/tt11379322/?ref_=adv_li_tt
tt0199753,Red Planet,-2000,PG-13,106 min,"Action, Sci-Fi, Thriller",5.7,34,57231,/title/tt0199753/?ref_=adv_li_tt
tt0354623,Hellraiser: Hellworld,(2005 Video),R,91 min,Horror,4.2,-1,10797,/title/tt0354623/?ref_=adv_li_tt
tt0778661,Daddy's Little Girls,-2007,PG-13,100 min,"Drama, Romance",5.8,49,7598,/title/tt0778661/?ref_=adv_li_tt
tt0070915,White Lightning,-1973,PG,101 min,"Action, Crime, Drama",6.4,60,4721,/title/tt0070915/?ref_=adv_li_tt
tt9114372,Çarpisma,(2018–2019),No-certificate,120 min,"Action, Drama, Thriller",7.5,-1,3922,/title/tt9114372/?ref_=adv_li_tt
tt2090465,Black Butterfly,(II) (2017),R,93 min,Thriller,6.2,43,13523,/title/tt2090465/?ref_=adv_li_tt
tt0052724,Day of the Outlaw,-1959,Not Rated,92 min,Western,7.3,-1,3641,/title/tt0052724/?ref_=adv_li_tt
tt5215088,A.I. Rising,-2018,R,85 min,"Drama, Romance, Sci-Fi",5.1,-1,13702,/title/tt5215088/?ref_=adv_li_tt
tt1703874,Criminal Minds: Suspect Behavior,-2011,TV-14,42 min,"Crime, Drama, Mystery",6.3,-1,5157,/title/tt1703874/?ref_=adv_li_tt
tt0070644,Scenes from a Marriage,-1973,TV-PG,283 min,Drama,8.4,-1,16196,/title/tt0070644/?ref_=adv_li_tt
tt0062467,Wait Until Dark,-1967,Not Rated,108 min,Thriller,7.8,81,29963,/title/tt0062467/?ref_=adv_li_tt
tt0247196,Before Night Falls,-2000,R,133 min,"Biography, Drama, Romance",7.2,85,24950,/title/tt0247196/?ref_=adv_li_tt
tt0391304,A Lot Like Love,-2005,PG-13,107 min,"Comedy, Drama, Romance",6.6,48,68873,/title/tt0391304/?ref_=adv_li_tt
tt0233469,Collateral Damage,-2002,R,108 min,"Action, Drama, Thriller",5.5,33,74316,/title/tt0233469/?ref_=adv_li_tt
tt1074206,The Passage,-2019,TV-14,60 min,"Action, Adventure, Drama",7.3,-1,11446,/title/tt1074206/?ref_=adv_li_tt
tt0091159,Gung Ho,-1986,PG-13,111 min,"Comedy, Drama",6.3,48,12762,/title/tt0091159/?ref_=adv_li_tt
tt0038559,Gilda,-1946,Approved,110 min,"Drama, Film-Noir, Romance",7.6,-1,31575,/title/tt0038559/?ref_=adv_li_tt
tt9581768,The Circle,(2020– ),TV-MA,48 min,"Game-Show, Reality-TV",7.3,-1,6292,/title/tt9581768/?ref_=adv_li_tt
tt0109417,China Moon,-1994,R,99 min,"Crime, Drama, Mystery",6.3,-1,6738,/title/tt0109417/?ref_=adv_li_tt
tt1487118,Chalet Girl,-2011,R,97 min,"Comedy, Romance, Sport",6.3,42,25096,/title/tt1487118/?ref_=adv_li_tt
tt7200946,"Oh, Ramona!",-2019,No-certificate,109 min,"Comedy, Romance",4.9,-1,8705,/title/tt7200946/?ref_=adv_li_tt
tt2545428,Meru,-2015,R,90 min,"Documentary, Sport",7.7,77,16972,/title/tt2545428/?ref_=adv_li_tt
tt14371426,Flashback,(II) (2021),No-certificate,90 min,"Comedy, Sci-Fi",5.5,-1,216,/title/tt14371426/?ref_=adv_li_tt
tt1094249,Hotel Chevalier,-2007,R,13 min,"Short, Drama, Romance",7.2,-1,33228,/title/tt1094249/?ref_=adv_li_tt
tt0414852,District B13,-2004,R,84 min,"Action, Crime, Sci-Fi",7.1,70,69261,/title/tt0414852/?ref_=adv_li_tt
tt10944486,Chick Fight,-2020,R,97 min,"Action, Comedy, Drama",4.7,39,3728,/title/tt10944486/?ref_=adv_li_tt
tt5751998,Small Town Crime,-2017,R,91 min,"Crime, Mystery, Thriller",6.6,68,11072,/title/tt5751998/?ref_=adv_li_tt
tt0098780,Dream On,(1990–1996),TV-MA,30 min,Comedy,7.5,-1,3367,/title/tt0098780/?ref_=adv_li_tt
tt1660379,House of Tolerance,-2011,Not Rated,122 min,Drama,6.7,75,6878,/title/tt1660379/?ref_=adv_li_tt
tt6795336,Days Gone,(2019 Video Game),M,runtime-unknow,"Action, Adventure, Horror",8.4,-1,5270,/title/tt6795336/?ref_=adv_li_tt
tt4712810,Now You See Me 3,,No-certificate,runtime-unknow,"Crime, Thriller",-1,-1,-1,/title/tt4712810/?ref_=adv_li_tt
tt2399794,Chasing Life,(2014–2015),TV-14,60 min,"Drama, Family, Romance",7.8,-1,5875,/title/tt2399794/?ref_=adv_li_tt
tt10298840,Strange World,-2022,No-certificate,runtime-unknow,"Animation, Action, Adventure",-1,-1,-1,/title/tt10298840/?ref_=adv_li_tt
tt0107659,Loaded Weapon 1,-1993,PG-13,84 min,"Action, Comedy, Crime",6.2,30,47997,/title/tt0107659/?ref_=adv_li_tt
tt0775529,The Savages,-2007,R,113 min,"Comedy, Drama",7.1,85,37040,/title/tt0775529/?ref_=adv_li_tt
tt13366258,Romeo & Juliet,(2021 TV Movie),No-certificate,95 min,Drama,7.6,-1,450,/title/tt13366258/?ref_=adv_li_tt
tt1931602,Very Good Girls,-2013,R,91 min,"Drama, Romance",6,35,15109,/title/tt1931602/?ref_=adv_li_tt
tt0076993,Centennial,(1978–1979),TV-PG,"1,256 min","Action, Adventure, Drama",8.3,-1,3174,/title/tt0076993/?ref_=adv_li_tt
tt7549892,Terrified,-2017,Not Rated,87 min,Horror,6.5,-1,14703,/title/tt7549892/?ref_=adv_li_tt
tt0454919,Pulse,(I) (2006),PG-13,90 min,"Horror, Sci-Fi, Thriller",4.8,27,29079,/title/tt0454919/?ref_=adv_li_tt
tt0073453,Night Moves,-1975,R,100 min,"Crime, Drama, Mystery",7.1,82,14460,/title/tt0073453/?ref_=adv_li_tt
tt0082431,Galaxy of Terror,-1981,R,81 min,"Action, Adventure, Horror",5.1,38,7580,/title/tt0082431/?ref_=adv_li_tt
tt7869070,The Fanatic,-2019,R,88 min,"Crime, Thriller",4.1,18,11692,/title/tt7869070/?ref_=adv_li_tt
tt0094142,Throw Momma from the Train,-1987,PG-13,88 min,"Comedy, Crime, Thriller",6.3,56,36249,/title/tt0094142/?ref_=adv_li_tt
tt0096563,Cops,(1989–2021),TV-14,30 min,"Action, Crime, Reality-TV",7,-1,6114,/title/tt0096563/?ref_=adv_li_tt
tt0023427,Scarface,-1932,PG,93 min,"Action, Crime, Drama",7.7,87,27353,/title/tt0023427/?ref_=adv_li_tt
tt0055683,The Jetsons,(1962–1963),TV-Y7,25 min,"Animation, Comedy, Family",7,-1,20503,/title/tt0055683/?ref_=adv_li_tt
tt3777860,Mammal,-2016,Unrated,96 min,"Drama, Romance",6.2,-1,656,/title/tt3777860/?ref_=adv_li_tt
tt1866249,The Sessions,-2012,R,95 min,"Biography, Comedy, Drama",7.2,79,42418,/title/tt1866249/?ref_=adv_li_tt
tt1785123,Storage Wars,(2010– ),TV-14,22 min,Reality-TV,6.3,-1,9503,/title/tt1785123/?ref_=adv_li_tt
tt1724970,Beyond Skyline,-2017,R,106 min,"Action, Adventure, Sci-Fi",5.3,46,21406,/title/tt1724970/?ref_=adv_li_tt
tt0806147,Extreme Movie,-2008,R,86 min,Comedy,3.7,-1,11083,/title/tt0806147/?ref_=adv_li_tt
tt0097236,Dream a Little Dream,-1989,PG-13,114 min,"Comedy, Drama, Romance",5.9,32,6931,/title/tt0097236/?ref_=adv_li_tt
tt1354003,La fonte des neiges,-2009,No-certificate,28 min,"Short, Comedy, Drama",6.2,-1,740,/title/tt1354003/?ref_=adv_li_tt
tt0105459,Split Second,-1992,R,90 min,"Action, Crime, Horror",6.2,26,14250,/title/tt0105459/?ref_=adv_li_tt
tt1753899,Hemel,-2012,Unrated,80 min,Drama,5.7,-1,1556,/title/tt1753899/?ref_=adv_li_tt
tt13357140,Baki Hanma,(2021– ),TV-MA,25 min,"Animation, Action, Drama",6.7,-1,1218,/title/tt13357140/?ref_=adv_li_tt
tt5628902,Rabid,-2019,Not Rated,107 min,"Horror, Sci-Fi",5.2,43,4934,/title/tt5628902/?ref_=adv_li_tt
tt9173418,Brahms: The Boy II,-2020,PG-13,86 min,"Drama, Horror, Mystery",4.7,29,15435,/title/tt9173418/?ref_=adv_li_tt
tt13802576,Lockwood & Co,(2022– ),No-certificate,60 min,"Action, Adventure, Drama",-1,-1,-1,/title/tt13802576/?ref_=adv_li_tt
tt3070936,Shrek the Musical,-2013,TV-G,130 min,"Comedy, Family, Fantasy",7,-1,3508,/title/tt3070936/?ref_=adv_li_tt
tt5254610,Final Score,-2018,R,104 min,"Action, Drama, Thriller",5.8,53,11653,/title/tt5254610/?ref_=adv_li_tt
tt13399402,How a Realist Hero Rebuilt the Kingdom,(2021– ),TV-14,24 min,"Animation, Action, Comedy",7.1,-1,794,/title/tt13399402/?ref_=adv_li_tt
tt14901058,Mortal Kombat Legends: Battle of the Realms,-2021,R,80 min,"Animation, Action, Adventure",6.6,-1,5411,/title/tt14901058/?ref_=adv_li_tt
tt0071502,Arabian Nights,-1974,NC-17,130 min,"Comedy, Drama, Fantasy",6.8,-1,7892,/title/tt0071502/?ref_=adv_li_tt
