ID,Title,Year,Certificate,Time,Genre,IMDB rating,Metascore,Number of vote,Movie link
tt1877005,Moonshiners,(2011– ),TV-14,60 min,"Crime, Reality-TV",6,-1,1445,/title/tt1877005/?ref_=adv_li_tt
tt3780500,Journey's End,(I) (2017),R,107 min,"Drama, War",6.7,73,9532,/title/tt3780500/?ref_=adv_li_tt
tt0052681,Cast a Long Shadow,-1959,Approved,82 min,"Romance, Western",6.2,-1,605,/title/tt0052681/?ref_=adv_li_tt
tt1107319,Dirty Girl,-2010,R,90 min,"Comedy, Drama",6.4,37,10759,/title/tt1107319/?ref_=adv_li_tt
tt10806810,Sacrifice,(VII) (2019),TV-14,76 min,Thriller,4.5,-1,306,/title/tt10806810/?ref_=adv_li_tt
tt0077280,The Buddy Holly Story,-1978,PG,114 min,"Biography, Drama, Music",7.2,78,8886,/title/tt0077280/?ref_=adv_li_tt
tt8110330,Dil Bechara,-2020,Not Rated,101 min,"Comedy, Drama, Romance",8.1,-1,126762,/title/tt8110330/?ref_=adv_li_tt
tt0116353,Foxfire,-1996,R,102 min,"Drama, Romance",6.2,-1,9209,/title/tt0116353/?ref_=adv_li_tt
tt0086589,Suburbia,-1983,R,94 min,"Drama, Thriller",7,73,5168,/title/tt0086589/?ref_=adv_li_tt
tt6418918,Little Woods,-2018,R,105 min,"Crime, Drama, Western",6.2,74,3205,/title/tt6418918/?ref_=adv_li_tt
tt7831358,Harpoon,-2019,Not Rated,83 min,"Comedy, Horror, Thriller",6,65,5197,/title/tt7831358/?ref_=adv_li_tt
tt0093075,The Gate,-1987,PG-13,85 min,"Fantasy, Horror",6.1,55,16846,/title/tt0093075/?ref_=adv_li_tt
tt15822738,The Most Dangerous Game,-2022,No-certificate,runtime-unknow,Thriller,-1,-1,-1,/title/tt15822738/?ref_=adv_li_tt
tt1235796,Ondine,-2009,PG-13,111 min,"Drama, Mystery, Romance",6.8,65,21083,/title/tt1235796/?ref_=adv_li_tt
tt0166485,Anna and the King,-1999,PG-13,148 min,"Drama, History, Romance",6.7,56,37026,/title/tt0166485/?ref_=adv_li_tt
tt2179936,School Dance,-2014,R,85 min,"Comedy, Drama, Music",4.6,-1,1618,/title/tt2179936/?ref_=adv_li_tt
tt6053472,The Toybox,-2018,No-certificate,95 min,Horror,3.7,-1,2246,/title/tt6053472/?ref_=adv_li_tt
tt2883434,Black or White,-2014,PG-13,121 min,Drama,6.6,45,12917,/title/tt2883434/?ref_=adv_li_tt
tt0297037,Brown Sugar,-2002,PG-13,109 min,"Comedy, Drama, Music",6.6,58,9284,/title/tt0297037/?ref_=adv_li_tt
tt0065225,The Wrecking Crew,-1968,PG,105 min,"Action, Adventure, Comedy",5.6,-1,3147,/title/tt0065225/?ref_=adv_li_tt
tt0065148,One on Top of the Other,-1969,R,108 min,"Mystery, Thriller",6.7,-1,2242,/title/tt0065148/?ref_=adv_li_tt
tt0120753,The Million Dollar Hotel,-2000,R,122 min,"Drama, Mystery, Thriller",5.9,25,21445,/title/tt0120753/?ref_=adv_li_tt
tt0139641,Ten Nights in a Barroom,-1926,No-certificate,63 min,Drama,6.2,-1,159,/title/tt0139641/?ref_=adv_li_tt
tt2473794,Mr. Turner,-2014,R,150 min,"Biography, Drama, History",6.8,94,25527,/title/tt2473794/?ref_=adv_li_tt
tt11165002,The Devil Next Door,-2019,TV-MA,229 min,"Documentary, Crime, History",7.6,-1,12739,/title/tt11165002/?ref_=adv_li_tt
tt0068408,Conquest of the Planet of the Apes,-1972,PG,88 min,"Action, Sci-Fi",6.1,49,32131,/title/tt0068408/?ref_=adv_li_tt
tt16343836,Jingle Bell Princess,(2021 TV Movie),No-certificate,90 min,Romance,6.6,-1,496,/title/tt16343836/?ref_=adv_li_tt
tt5863126,Last Chance U,(2016–2020),TV-MA,55 min,"Documentary, Sport",8.4,-1,6749,/title/tt5863126/?ref_=adv_li_tt
tt7215232,Spellbound,-2022,No-certificate,runtime-unknow,"Animation, Adventure, Comedy",-1,-1,-1,/title/tt7215232/?ref_=adv_li_tt
tt0092618,Barfly,-1987,R,100 min,"Comedy, Drama, Romance",7.2,70,19950,/title/tt0092618/?ref_=adv_li_tt
tt7133686,Next Gen,(I) (2018),TV-PG,106 min,"Animation, Action, Adventure",6.6,-1,16804,/title/tt7133686/?ref_=adv_li_tt
tt4397640,Winter,-2015,Not Rated,42 min,Crime,7.4,-1,1161,/title/tt4397640/?ref_=adv_li_tt
tt6865630,Ana,(II) (2020),No-certificate,105 min,"Comedy, Drama",5.9,-1,1590,/title/tt6865630/?ref_=adv_li_tt
tt0029162,Lost Horizon,-1937,Approved,132 min,"Adventure, Drama, Fantasy",7.7,-1,12846,/title/tt0029162/?ref_=adv_li_tt
tt12302540,Wicked,-2021,No-certificate,114 min,"Drama, Fantasy, Romance",5.6,-1,791,/title/tt12302540/?ref_=adv_li_tt
tt0068909,Man of La Mancha,-1972,PG,132 min,"Drama, Fantasy, Musical",6.7,-1,4271,/title/tt0068909/?ref_=adv_li_tt
tt7639280,Man Like Mobeen,(2017– ),TV-MA,21 min,Comedy,8,-1,2537,/title/tt7639280/?ref_=adv_li_tt
tt8523028,Roped,-2020,PG,91 min,"Drama, Romance",5.5,-1,1353,/title/tt8523028/?ref_=adv_li_tt
tt13049760,The Last Matinee,-2020,No-certificate,88 min,"Horror, Thriller",5.9,-1,1367,/title/tt13049760/?ref_=adv_li_tt
tt8179024,Body Cam,-2020,R,96 min,"Horror, Mystery, Thriller",5.3,37,5655,/title/tt8179024/?ref_=adv_li_tt
tt10665386,Couples Therapy,(2019–2021),TV-MA,30 min,Reality-TV,8,-1,659,/title/tt10665386/?ref_=adv_li_tt
tt4635372,Masaan,-2015,No-certificate,109 min,Drama,8.2,-1,27010,/title/tt4635372/?ref_=adv_li_tt
tt0081935,Sons and Daughters,(1982–1987),No-certificate,30 min,"Drama, Romance",6.2,-1,283,/title/tt0081935/?ref_=adv_li_tt
tt1594562,The Innkeepers,-2011,R,101 min,"Drama, Horror, Mystery",5.5,64,34272,/title/tt1594562/?ref_=adv_li_tt
tt0059245,The Greatest Story Ever Told,-1965,G,260 min,"Biography, Drama, History",6.6,-1,10111,/title/tt0059245/?ref_=adv_li_tt
tt2509850,The Rewrite,-2014,Not Rated,107 min,"Comedy, Romance",6.3,51,20077,/title/tt2509850/?ref_=adv_li_tt
tt0318403,The Lion King 3: Hakuna Matata,(2004 Video),G,77 min,"Animation, Adventure, Comedy",6.5,-1,40179,/title/tt0318403/?ref_=adv_li_tt
tt10544464,Doctor John,(2019– ),No-certificate,35 min,"Drama, Mystery, Romance",8.2,-1,1186,/title/tt10544464/?ref_=adv_li_tt
tt8589698,Teenage Mutant Ninja Turtles,-2023,No-certificate,runtime-unknow,"Animation, Action, Adventure",-1,-1,-1,/title/tt8589698/?ref_=adv_li_tt
tt0376127,Anniyan,-2005,Not Rated,181 min,"Action, Drama, Thriller",8.3,-1,17187,/title/tt0376127/?ref_=adv_li_tt
tt0120524,Wishmaster,-1997,R,90 min,"Fantasy, Horror",5.8,-1,22904,/title/tt0120524/?ref_=adv_li_tt
tt3153634,Hope,-2013,Not Rated,122 min,Drama,8.3,-1,7114,/title/tt3153634/?ref_=adv_li_tt
tt0022958,Grand Hotel,(I) (1932),Not Rated,112 min,"Drama, Romance",7.4,-1,18852,/title/tt0022958/?ref_=adv_li_tt
tt0361127,The Woodsman,-2004,R,87 min,Drama,7.2,72,33257,/title/tt0361127/?ref_=adv_li_tt
tt0090350,Year of the Dragon,-1985,R,134 min,"Action, Crime, Drama",6.9,58,15471,/title/tt0090350/?ref_=adv_li_tt
tt0020960,Hell's Angels,-1930,Passed,127 min,"Drama, War",7.3,-1,5347,/title/tt0020960/?ref_=adv_li_tt
tt0095179,Friday the 13th Part VII: The New Blood,-1988,R,88 min,"Horror, Thriller",5.3,13,36142,/title/tt0095179/?ref_=adv_li_tt
tt0094447,Dear John,(1988–1992),No-certificate,30 min,Comedy,6.8,-1,1539,/title/tt0094447/?ref_=adv_li_tt
tt1480925,Bakemonogatari,(2009–2010),TV-14,360 min,"Animation, Action, Comedy",8,-1,5307,/title/tt1480925/?ref_=adv_li_tt
tt12687768,Sol Yanim,(2020–2021),No-certificate,120 min,Drama,7.4,-1,1560,/title/tt12687768/?ref_=adv_li_tt
tt0117038,Michael,-1996,PG,105 min,"Comedy, Drama, Fantasy",5.7,38,42743,/title/tt0117038/?ref_=adv_li_tt
tt0095243,Gorillas in the Mist,-1988,PG-13,129 min,"Biography, Drama",7,-1,25792,/title/tt0095243/?ref_=adv_li_tt
tt0091981,Solarbabies,-1986,PG-13,94 min,"Action, Adventure, Drama",4.8,24,4454,/title/tt0091981/?ref_=adv_li_tt
tt10773194,My Dead Dad,-2021,No-certificate,93 min,Drama,8.1,-1,38,/title/tt10773194/?ref_=adv_li_tt
tt8588414,A Shot Through the Wall,-2021,No-certificate,90 min,"Crime, Drama, Thriller",5.2,-1,278,/title/tt8588414/?ref_=adv_li_tt
tt0810705,Nana,(2006–2007),TV-14,21 min,"Animation, Comedy, Drama",8.4,-1,3463,/title/tt0810705/?ref_=adv_li_tt
tt10192576,One Spring Night,-2019,No-certificate,35 min,"Drama, Romance",7.9,-1,2304,/title/tt10192576/?ref_=adv_li_tt
tt0149624,All the Pretty Horses,-2000,PG-13,116 min,"Drama, Romance, Western",5.8,55,14810,/title/tt0149624/?ref_=adv_li_tt
tt1935896,The ABCs of Death,-2012,Not Rated,129 min,"Comedy, Horror",4.7,43,19005,/title/tt1935896/?ref_=adv_li_tt
tt3547306,Cut Throat City,-2020,R,123 min,"Action, Crime, Drama",4.8,67,2408,/title/tt3547306/?ref_=adv_li_tt
tt8545606,Assassin's Creed: Odyssey,(2018 Video Game),M,runtime-unknow,"Action, Adventure, Fantasy",8.5,-1,6222,/title/tt8545606/?ref_=adv_li_tt
tt0096244,Tequila Sunrise,-1988,R,115 min,"Crime, Drama, Romance",6.1,62,31112,/title/tt0096244/?ref_=adv_li_tt
tt0078680,Rumpole of the Bailey,(1978–1992),Not Rated,60 min,"Crime, Drama, Mystery",8.4,-1,1349,/title/tt0078680/?ref_=adv_li_tt
tt10767168,La Llorona,-2019,Not Rated,97 min,"Crime, Drama, Horror",6.6,79,5599,/title/tt10767168/?ref_=adv_li_tt
tt5097410,Noelle,-2019,G,100 min,"Adventure, Comedy, Family",6.3,48,20924,/title/tt5097410/?ref_=adv_li_tt
tt0972544,Back Roads,-2018,No-certificate,101 min,"Crime, Drama, Thriller",6.5,42,6342,/title/tt0972544/?ref_=adv_li_tt
tt4158876,Other People,(I) (2016),Unrated,97 min,"Comedy, Drama",6.8,67,11021,/title/tt4158876/?ref_=adv_li_tt
tt0088591,The Ray Bradbury Theater,(1985–1992),TV-14,23 min,"Drama, Fantasy, Horror",7.5,-1,1364,/title/tt0088591/?ref_=adv_li_tt
tt0063663,The Swimmer,-1968,M/PG,95 min,Drama,7.7,-1,11338,/title/tt0063663/?ref_=adv_li_tt
tt0116324,Flirting with Disaster,-1996,R,92 min,Comedy,6.7,81,18617,/title/tt0116324/?ref_=adv_li_tt
tt7703924,Infamous,-2020,Not Rated,100 min,"Crime, Drama, Romance",4.2,40,2911,/title/tt7703924/?ref_=adv_li_tt
tt4648640,Talking Tom and Friends,(2014– ),TV-G,11 min,"Animation, Short, Adventure",6.1,-1,410,/title/tt4648640/?ref_=adv_li_tt
tt0088333,Up the Creek,-1984,R,96 min,Comedy,5.6,-1,3502,/title/tt0088333/?ref_=adv_li_tt
tt14035292,Kid 90,-2021,TV-MA,71 min,"Documentary, Biography, History",6.9,67,2774,/title/tt14035292/?ref_=adv_li_tt
tt0075537,Mind Your Language,(1977–1986),TV-14,30 min,Comedy,8.7,-1,8523,/title/tt0075537/?ref_=adv_li_tt
tt0070022,Electra Glide in Blue,-1973,PG,114 min,"Crime, Drama, Mystery",7.1,-1,5610,/title/tt0070022/?ref_=adv_li_tt
tt0088610,Small Wonder,(1985–1989),TV-G,30 min,"Comedy, Family, Sci-Fi",7.1,-1,4826,/title/tt0088610/?ref_=adv_li_tt
tt0101787,Dying Young,-1991,R,111 min,"Drama, Romance",6.1,-1,16030,/title/tt0101787/?ref_=adv_li_tt
tt5836316,The Last Movie Star,(I) (2017),R,94 min,Drama,7,46,4005,/title/tt5836316/?ref_=adv_li_tt
tt0064615,Mackenna's Gold,-1969,M,128 min,"Action, Adventure, Romance",6.7,-1,8607,/title/tt0064615/?ref_=adv_li_tt
tt2234261,The Love Punch,-2013,PG-13,94 min,Comedy,5.8,44,14359,/title/tt2234261/?ref_=adv_li_tt
tt2362991,When Calls the Heart,(2013 TV Movie),TV-G,90 min,"Comedy, Drama, Family",6.6,-1,1957,/title/tt2362991/?ref_=adv_li_tt
tt0042168,What's My Line?,(1950–1967),No-certificate,30 min,"Family, Game-Show",8.6,-1,1541,/title/tt0042168/?ref_=adv_li_tt
tt1247704,Women in Trouble,-2009,R,92 min,"Comedy, Drama",5.7,43,6172,/title/tt1247704/?ref_=adv_li_tt
tt8510350,Satanic Panic,-2019,Not Rated,85 min,"Comedy, Horror",5.6,51,5457,/title/tt8510350/?ref_=adv_li_tt
tt10974198,Cautious Hero: The Hero Is Overpowered but Overly Cautious,-2019,TV-14,23 min,"Animation, Action, Adventure",7.4,-1,2176,/title/tt10974198/?ref_=adv_li_tt
tt0077362,Coming Home,-1978,R,127 min,"Drama, Romance, War",7.3,61,13323,/title/tt0077362/?ref_=adv_li_tt
tt0165961,Sports Night,(1998–2000),TV-PG,30 min,"Comedy, Drama, Sport",8.3,-1,7995,/title/tt0165961/?ref_=adv_li_tt
tt0066212,Perfect Friday,-1970,R,94 min,"Comedy, Crime",6.5,-1,768,/title/tt0066212/?ref_=adv_li_tt
tt2473510,Paranormal Activity: The Ghost Dimension,-2015,R,88 min,"Horror, Mystery",4.6,30,27295,/title/tt2473510/?ref_=adv_li_tt
tt0044672,The Greatest Show on Earth,-1952,Passed,152 min,"Drama, Family, Romance",6.6,-1,14200,/title/tt0044672/?ref_=adv_li_tt
tt0355987,Salem's Lot,-2004,TV-14,181 min,"Drama, Horror, Mystery",6.2,-1,10290,/title/tt0355987/?ref_=adv_li_tt
tt0865559,My Life in Ruins,-2009,PG-13,95 min,"Comedy, Romance",5.9,34,19065,/title/tt0865559/?ref_=adv_li_tt
tt0080889,Hopscotch,-1980,R,106 min,"Adventure, Comedy",7.2,-1,7971,/title/tt0080889/?ref_=adv_li_tt
tt7945236,The Prince,-2019,Unrated,96 min,Drama,6.4,-1,1293,/title/tt7945236/?ref_=adv_li_tt
tt5690472,ExPatriot,-2017,Unrated,97 min,"Crime, Drama, Thriller",4.4,-1,297,/title/tt5690472/?ref_=adv_li_tt
tt11285908,Ashfall,-2019,Not Rated,130 min,"Action, Adventure, Thriller",6.2,-1,4444,/title/tt11285908/?ref_=adv_li_tt
tt5335606,Power Rangers Ninja Steel,(2017–2018),TV-Y7,21 min,"Action, Adventure, Drama",6,-1,847,/title/tt5335606/?ref_=adv_li_tt
tt14716434,Sequía,-2022,No-certificate,75 min,"Crime, Thriller",6.9,-1,40,/title/tt14716434/?ref_=adv_li_tt
tt0088484,Blackadder II,-1986,TV-PG,176 min,Comedy,8.6,-1,45499,/title/tt0088484/?ref_=adv_li_tt
tt1826590,About Last Night,-2014,R,100 min,"Comedy, Romance",6.1,62,23779,/title/tt1826590/?ref_=adv_li_tt
tt4600404,Modus,(2015– ),No-certificate,45 min,"Crime, Drama, Thriller",6.7,-1,4381,/title/tt4600404/?ref_=adv_li_tt
tt1047540,Parental Guidance,-2012,PG,105 min,"Comedy, Family",6,36,25735,/title/tt1047540/?ref_=adv_li_tt
tt3313182,White Orchid,-2018,TV-MA,82 min,"Drama, Mystery, Thriller",5.3,-1,1155,/title/tt3313182/?ref_=adv_li_tt
tt9185316,I Am Woman,-2019,TV-MA,116 min,"Biography, Drama, Music",6.5,54,2156,/title/tt9185316/?ref_=adv_li_tt
tt8739752,The Collini Case,-2019,Not Rated,123 min,"Crime, Drama, Thriller",7.3,-1,9102,/title/tt8739752/?ref_=adv_li_tt
tt0111892,Baywatch Nights,(1995–1997),TV-PG,60 min,"Action, Crime, Drama",3.8,-1,1423,/title/tt0111892/?ref_=adv_li_tt
tt13648222,President,-2021,No-certificate,120 min,Documentary,7.8,93,165,/title/tt13648222/?ref_=adv_li_tt
tt1214962,Seeking Justice,-2011,R,105 min,"Action, Drama, Mystery",6.2,38,45986,/title/tt1214962/?ref_=adv_li_tt
tt12789212,Final Account,-2020,PG-13,94 min,Documentary,7.1,76,826,/title/tt12789212/?ref_=adv_li_tt
tt0113538,A Kid in King Arthur's Court,-1995,PG,89 min,"Adventure, Comedy, Family",4.8,34,6134,/title/tt0113538/?ref_=adv_li_tt
tt16315948,Klondike,-2022,No-certificate,100 min,"Drama, War",8.3,-1,96,/title/tt16315948/?ref_=adv_li_tt
tt0060862,The Professionals,-1966,PG-13,117 min,"Action, Adventure, Western",7.3,75,15763,/title/tt0060862/?ref_=adv_li_tt
tt0066450,They Call Me Mister Tibbs!,-1970,GP,108 min,"Crime, Drama, Mystery",6.1,-1,3763,/title/tt0066450/?ref_=adv_li_tt
tt7468900,Grenseland,(2017– ),TV-MA,60 min,"Crime, Drama, Thriller",6.8,-1,3939,/title/tt7468900/?ref_=adv_li_tt
tt0082269,Diva,-1981,R,117 min,"Comedy, Crime, Music",7.2,-1,12809,/title/tt0082269/?ref_=adv_li_tt
tt13847690,The Porter,(2022– ),No-certificate,runtime-unknow,Drama,-1,-1,-1,/title/tt13847690/?ref_=adv_li_tt
tt3704050,Remember,(I) (2015),R,94 min,"Drama, Mystery, Thriller",7.5,52,24893,/title/tt3704050/?ref_=adv_li_tt
tt5149528,Retribution,-2016,TV-MA,231 min,"Drama, Mystery, Thriller",7,-1,8263,/title/tt5149528/?ref_=adv_li_tt
tt8128188,High Flying Bird,-2019,TV-MA,90 min,"Drama, Sport",6.2,78,8407,/title/tt8128188/?ref_=adv_li_tt
tt7295450,Between Worlds,-2018,R,90 min,"Fantasy, Thriller",4,24,8454,/title/tt7295450/?ref_=adv_li_tt
tt0412922,Little Manhattan,-2005,PG,90 min,"Comedy, Family, Romance",7.5,52,23515,/title/tt0412922/?ref_=adv_li_tt
tt10199640,Beanpole,-2019,Unrated,130 min,"Drama, War",7.1,84,10613,/title/tt10199640/?ref_=adv_li_tt
tt0100514,The Rookie,-1990,R,120 min,"Action, Crime, Drama",5.9,41,26986,/title/tt0100514/?ref_=adv_li_tt
tt0035703,Cabin in the Sky,-1943,Passed,98 min,"Comedy, Drama, Fantasy",7.1,-1,2976,/title/tt0035703/?ref_=adv_li_tt
tt1085492,The Prince,(I) (2014),R,93 min,"Action, Thriller",4.6,19,18324,/title/tt1085492/?ref_=adv_li_tt
tt1235189,Wild Target,-2010,PG-13,98 min,"Action, Comedy, Crime",6.8,41,37753,/title/tt1235189/?ref_=adv_li_tt
tt0120772,The Object of My Affection,-1998,R,111 min,"Comedy, Drama, Romance",6,51,19822,/title/tt0120772/?ref_=adv_li_tt
tt0297169,Holiday in the Sun,(2001 Video),G,87 min,"Comedy, Crime, Family",5.2,-1,4729,/title/tt0297169/?ref_=adv_li_tt
tt7755856,Banana Split,-2018,R,88 min,Comedy,6.2,63,3148,/title/tt7755856/?ref_=adv_li_tt
tt0099740,Hardware,-1990,R,94 min,"Sci-Fi, Thriller",6,41,15215,/title/tt0099740/?ref_=adv_li_tt
tt3767278,Bayou Caviar,-2018,TV-MA,111 min,"Crime, Thriller",4.7,36,3218,/title/tt3767278/?ref_=adv_li_tt
tt6528290,Knights of the Zodiac,-2023,No-certificate,runtime-unknow,"Action, Adventure, Drama",-1,-1,-1,/title/tt6528290/?ref_=adv_li_tt
tt0112173,Space: Above and Beyond,(1995–1996),No-certificate,60 min,"Action, Adventure, Drama",7.8,-1,8007,/title/tt0112173/?ref_=adv_li_tt
tt12794046,Batman: Death in the Family,(2020 Video),R,96 min,"Animation, Action, Crime",5.6,-1,2756,/title/tt12794046/?ref_=adv_li_tt
tt0255477,Pinocchio,-2002,G,108 min,"Comedy, Family, Fantasy",4.4,11,8183,/title/tt0255477/?ref_=adv_li_tt
tt0089006,Death of a Salesman,(1985 TV Movie),PG,136 min,Drama,7.3,-1,10777,/title/tt0089006/?ref_=adv_li_tt
tt15000314,White Snake 2: Green Snake,-2021,No-certificate,131 min,"Animation, Action, Adventure",6.8,-1,1888,/title/tt15000314/?ref_=adv_li_tt
tt0280778,Iris,(I) (2001),R,91 min,"Biography, Drama, Romance",7,76,18048,/title/tt0280778/?ref_=adv_li_tt
tt2386404,He Never Died,-2015,R,99 min,"Comedy, Drama, Fantasy",6.4,72,19731,/title/tt2386404/?ref_=adv_li_tt
tt0455612,Madea's Family Reunion,-2006,PG-13,107 min,"Comedy, Drama, Romance",5.3,45,11264,/title/tt0455612/?ref_=adv_li_tt
tt0134744,Inflation,-1943,Approved,17 min,"Short, Drama",6.4,-1,272,/title/tt0134744/?ref_=adv_li_tt
tt7605396,The Twelve,(2019–2020),TV-MA,50 min,"Drama, Thriller",7.5,-1,4922,/title/tt7605396/?ref_=adv_li_tt
tt15782690,In the Land of Saints and Sinners,,No-certificate,runtime-unknow,Thriller,-1,-1,-1,/title/tt15782690/?ref_=adv_li_tt
tt2950342,Mr. Pickles,(2013–2019),TV-MA,15 min,"Animation, Comedy, Horror",7.2,-1,8209,/title/tt2950342/?ref_=adv_li_tt
tt12872866,Seref Sözü,-2020,No-certificate,runtime-unknow,Drama,7.2,-1,297,/title/tt12872866/?ref_=adv_li_tt
tt13361442,Last of the Grads,-2021,No-certificate,113 min,Horror,4.2,-1,570,/title/tt13361442/?ref_=adv_li_tt
tt0204700,Trouble Every Day,-2001,Not Rated,101 min,"Drama, Horror, Thriller",6,40,7884,/title/tt0204700/?ref_=adv_li_tt
tt0083133,Student Bodies,-1981,R,86 min,"Comedy, Horror, Mystery",5.5,41,4737,/title/tt0083133/?ref_=adv_li_tt
tt0087365,"Greystoke: The Legend of Tarzan, Lord of the Apes",-1984,PG,143 min,"Adventure, Drama",6.4,62,19838,/title/tt0087365/?ref_=adv_li_tt
tt0114702,Total Eclipse,-1995,R,111 min,"Biography, Drama, Romance",6.5,42,15440,/title/tt0114702/?ref_=adv_li_tt
tt3722070,The Lady in the Van,-2015,PG-13,104 min,"Biography, Comedy, Drama",6.7,70,28880,/title/tt3722070/?ref_=adv_li_tt
tt11799110,Take Back,-2021,Not Rated,89 min,"Action, Thriller",3.6,-1,560,/title/tt11799110/?ref_=adv_li_tt
tt0064494,Eugenie... the Story of Her Journey Into Perversion,-1970,X,87 min,"Drama, Horror",5.4,-1,1614,/title/tt0064494/?ref_=adv_li_tt
tt13186604,Uglies,,No-certificate,runtime-unknow,"Action, Adventure, Drama",-1,-1,-1,/title/tt13186604/?ref_=adv_li_tt
tt0814685,Frontier(s),-2007,Unrated,108 min,Horror,6.2,44,26476,/title/tt0814685/?ref_=adv_li_tt
tt0080297,Tinker Tailor Soldier Spy,-1979,TV-14,290 min,"Drama, Mystery, Thriller",8.5,-1,8411,/title/tt0080297/?ref_=adv_li_tt
tt10183912,AlRawabi School for Girls,(2021– ),TV-14,291 min,Drama,7.4,-1,5496,/title/tt10183912/?ref_=adv_li_tt
tt0162212,Brink!,(1998 TV Movie),TV-G,99 min,"Drama, Family, Sport",7,-1,6151,/title/tt0162212/?ref_=adv_li_tt
tt0103523,Rederiet,(1992–2002),No-certificate,45 min,Drama,6.4,-1,1207,/title/tt0103523/?ref_=adv_li_tt
tt0323120,Loving Annabelle,-2006,Not Rated,77 min,"Drama, Romance",6.3,-1,12582,/title/tt0323120/?ref_=adv_li_tt
tt4462668,The Right Girl,(2015 TV Movie),G,90 min,Romance,6.5,-1,798,/title/tt4462668/?ref_=adv_li_tt
tt9471962,Halka,(2019– ),No-certificate,120 min,"Action, Crime, Drama",8.8,-1,4516,/title/tt9471962/?ref_=adv_li_tt
tt0120255,The Sweet Hereafter,-1997,R,112 min,Drama,7.5,91,34716,/title/tt0120255/?ref_=adv_li_tt
tt13063890,Go-Big Show,(2021– ),TV-14,runtime-unknow,Reality-TV,4.1,-1,312,/title/tt13063890/?ref_=adv_li_tt
tt1185616,Waltz with Bashir,-2008,R,90 min,"Documentary, Animation, Biography",8,91,57255,/title/tt1185616/?ref_=adv_li_tt
tt0071571,Gone in 60 Seconds,-1974,PG,98 min,"Action, Crime, Drama",6.4,56,8946,/title/tt0071571/?ref_=adv_li_tt
tt12987918,"Good Morning, Verônica",(2020– ),TV-MA,49 min,"Crime, Drama, Mystery",7.6,-1,3409,/title/tt12987918/?ref_=adv_li_tt
tt1289406,Harry Brown,-2009,R,103 min,"Action, Crime, Drama",7.2,55,86702,/title/tt1289406/?ref_=adv_li_tt
tt0983983,Shaun the Sheep,(2007–2020),TV-G,7 min,"Animation, Short, Comedy",8.2,-1,13794,/title/tt0983983/?ref_=adv_li_tt
tt0264472,Changing Lanes,-2002,R,98 min,"Drama, Thriller",6.5,69,70985,/title/tt0264472/?ref_=adv_li_tt
tt5456120,Donald Trump's The Art of the Deal: The Movie,(2016 TV Movie),Not Rated,50 min,Comedy,5.8,75,4401,/title/tt5456120/?ref_=adv_li_tt
tt0089308,Howling II: ... Your Sister Is a Werewolf,-1985,R,91 min,"Horror, Thriller",3.7,-1,7115,/title/tt0089308/?ref_=adv_li_tt
tt6768578,Dogman,-2018,Not Rated,103 min,"Crime, Drama, Thriller",7.2,71,25862,/title/tt6768578/?ref_=adv_li_tt
tt11286210,Master,(II) (2021),No-certificate,91 min,"Drama, Thriller",6.3,73,125,/title/tt11286210/?ref_=adv_li_tt
tt0018578,Wings,-1927,PG-13,144 min,"Drama, Romance, War",7.5,-1,12531,/title/tt0018578/?ref_=adv_li_tt
tt0099385,Death Warrant,-1990,R,89 min,"Action, Crime, Mystery",5.7,34,18571,/title/tt0099385/?ref_=adv_li_tt
tt0835010,How It's Made,(2001– ),TV-G,24 min,Documentary,7.8,-1,7121,/title/tt0835010/?ref_=adv_li_tt
tt1991245,Chernobyl Diaries,-2012,R,86 min,"Horror, Mystery, Thriller",5,-1,65711,/title/tt1991245/?ref_=adv_li_tt
tt5929654,Think Like a Dog,-2020,PG,91 min,"Comedy, Drama, Family",5.2,-1,1629,/title/tt5929654/?ref_=adv_li_tt
tt5722214,Stan Against Evil,(2016–2018),TV-14,30 min,"Comedy, Fantasy, Horror",7.3,-1,5569,/title/tt5722214/?ref_=adv_li_tt
tt3318750,Adult Beginners,-2014,R,92 min,"Action, Comedy, Drama",5.6,57,8390,/title/tt3318750/?ref_=adv_li_tt
tt9185206,"Are You There God? It's Me, Margaret",-2022,No-certificate,runtime-unknow,"Comedy, Drama",-1,-1,-1,/title/tt9185206/?ref_=adv_li_tt
tt0808506,The Girl Who Leapt Through Time,-2006,TV-PG,98 min,"Animation, Adventure, Comedy",7.7,-1,64464,/title/tt0808506/?ref_=adv_li_tt
tt4442130,Wild Horses,-2015,R,100 min,"Crime, Drama, Western",4.9,44,3538,/title/tt4442130/?ref_=adv_li_tt
tt2362866,Star Wars: Detours,,No-certificate,runtime-unknow,"Animation, Adventure, Comedy",-1,-1,-1,/title/tt2362866/?ref_=adv_li_tt
tt0066380,Vampyros Lesbos,-1971,Unrated,89 min,"Drama, Horror",5.4,-1,4582,/title/tt0066380/?ref_=adv_li_tt
tt0101615,Cool as Ice,-1991,PG,91 min,"Comedy, Drama, Music",2.9,24,9603,/title/tt0101615/?ref_=adv_li_tt
tt0120604,Beowulf,-1999,R,95 min,"Action, Adventure, Fantasy",4.1,-1,11805,/title/tt0120604/?ref_=adv_li_tt
tt0095593,Married to the Mob,-1988,R,104 min,"Comedy, Crime, Romance",6.2,71,17466,/title/tt0095593/?ref_=adv_li_tt
