ID,Title,Year,Certificate,Time,Genre,IMDB rating,Metascore,Number of vote,Movie link
tt11899030,The Responder,(2022– ),No-certificate,57 min,"Crime, Drama, Thriller",7.7,-1,4646,/title/tt11899030/?ref_=adv_li_tt
tt11365186,Redeeming Love,-2022,PG-13,134 min,"Drama, History, Romance",6.5,32,2096,/title/tt11365186/?ref_=adv_li_tt
tt2741602,The Blacklist,(2013– ),TV-14,43 min,"Crime, Drama, Mystery",8,-1,232409,/title/tt2741602/?ref_=adv_li_tt
tt8356942,The 355,-2022,PG-13,122 min,"Action, Thriller",5.1,40,13300,/title/tt8356942/?ref_=adv_li_tt
tt0121955,South Park,(1997– ),TV-MA,22 min,"Animation, Comedy",8.7,-1,354091,/title/tt0121955/?ref_=adv_li_tt
tt5788792,The Marvelous Mrs. Maisel,(2017– ),TV-MA,57 min,"Comedy, Drama",8.7,-1,98551,/title/tt5788792/?ref_=adv_li_tt
tt4574334,Stranger Things,(2016– ),TV-14,51 min,"Drama, Fantasy, Horror",8.7,-1,963141,/title/tt4574334/?ref_=adv_li_tt
tt1190634,The Boys,(2019– ),TV-MA,60 min,"Action, Crime, Drama",8.7,-1,345311,/title/tt1190634/?ref_=adv_li_tt
tt8244784,The Hunt,(II) (2020),R,90 min,"Action, Horror, Thriller",6.5,50,99147,/title/tt8244784/?ref_=adv_li_tt
tt0773262,Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.6,-1,705517,/title/tt0773262/?ref_=adv_li_tt
tt10131024,Shut In,-2022,TV-MA,89 min,"Drama, Horror, Thriller",7,-1,2909,/title/tt10131024/?ref_=adv_li_tt
tt8421350,Manifest,(2018– ),TV-14,43 min,"Drama, Mystery, Sci-Fi",7.1,-1,47831,/title/tt8421350/?ref_=adv_li_tt
tt3006802,Outlander,(2014– ),TV-MA,60 min,"Drama, Fantasy, Romance",8.4,-1,145482,/title/tt3006802/?ref_=adv_li_tt
tt16352098,The Curse,(2022– ),No-certificate,30 min,"Comedy, Crime, Drama",6.9,-1,564,/title/tt16352098/?ref_=adv_li_tt
tt1606375,Downton Abbey,(2010–2015),TV-PG,58 min,"Drama, Romance",8.7,-1,192087,/title/tt1606375/?ref_=adv_li_tt
tt10574236,Station Eleven,(2021–2022),TV-MA,507 min,"Adventure, Drama, Fantasy",7.7,-1,15635,/title/tt10574236/?ref_=adv_li_tt
tt1043813,Titans,(I) (2018– ),TV-MA,45 min,"Action, Adventure, Crime",7.6,-1,93381,/title/tt1043813/?ref_=adv_li_tt
tt8847712,The French Dispatch,-2021,R,107 min,"Comedy, Drama, Romance",7.3,74,78167,/title/tt8847712/?ref_=adv_li_tt
tt11729298,American Underdog,-2021,PG,112 min,"Biography, Drama, Sport",7.3,53,5354,/title/tt11729298/?ref_=adv_li_tt
tt4179452,The Last Kingdom,(2015– ),TV-MA,60 min,"Action, Drama, History",8.4,-1,106652,/title/tt4179452/?ref_=adv_li_tt
tt3322312,Daredevil,(2015–2018),TV-MA,54 min,"Action, Crime, Drama",8.6,-1,408190,/title/tt3322312/?ref_=adv_li_tt
tt4995540,Being the Ricardos,-2021,R,131 min,"Biography, Drama, History",6.6,60,28112,/title/tt4995540/?ref_=adv_li_tt
tt11198330,House of the Dragon,(2022– ),No-certificate,runtime-unknow,"Action, Adventure, Drama",-1,-1,-1,/title/tt11198330/?ref_=adv_li_tt
tt2177461,A Discovery of Witches,(2018–2022),TV-MA,60 min,"Drama, Fantasy, Romance",8,-1,47816,/title/tt2177461/?ref_=adv_li_tt
tt6334354,The Suicide Squad,-2021,R,132 min,"Action, Adventure, Comedy",7.2,72,302380,/title/tt6334354/?ref_=adv_li_tt
tt0203259,Law & Order: Special Victims Unit,(1999– ),TV-14,60 min,"Crime, Drama, Mystery",8,-1,97897,/title/tt0203259/?ref_=adv_li_tt
tt7462410,The Wheel of Time,(2021– ),TV-14,60 min,"Action, Adventure, Drama",7.2,-1,86794,/title/tt7462410/?ref_=adv_li_tt
tt2261391,Chicago Fire,(2012– ),TV-14,43 min,"Action, Drama",8,-1,52714,/title/tt2261391/?ref_=adv_li_tt
tt7888964,Nobody,(I) (2021),R,92 min,"Action, Crime, Drama",7.4,64,203302,/title/tt7888964/?ref_=adv_li_tt
tt2934286,Halo,(2022– ),No-certificate,runtime-unknow,"Action, Adventure, Sci-Fi",-1,-1,-1,/title/tt2934286/?ref_=adv_li_tt
tt0458290,Star Wars: The Clone Wars,(2008–2020),TV-PG,23 min,"Animation, Action, Adventure",8.3,-1,81229,/title/tt0458290/?ref_=adv_li_tt
tt1888075,Death in Paradise,(2011– ),TV-PG,60 min,"Comedy, Crime, Drama",7.8,-1,19006,/title/tt1888075/?ref_=adv_li_tt
tt14164730,Dexter: New Blood,(2021–2022),TV-MA,529 min,"Crime, Drama, Mystery",8.3,-1,73130,/title/tt14164730/?ref_=adv_li_tt
tt14637290,The Privilege,(2022 TV Movie),TV-MA,107 min,"Drama, Horror, Mystery",4.6,-1,1919,/title/tt14637290/?ref_=adv_li_tt
tt3402236,Murder on the Orient Express,-2017,PG-13,114 min,"Crime, Drama, Mystery",6.5,52,232945,/title/tt3402236/?ref_=adv_li_tt
tt7661046,Dollface,(2019– ),TV-MA,29 min,Comedy,7.4,-1,7112,/title/tt7661046/?ref_=adv_li_tt
tt6468322,Money Heist,(2017–2021),TV-MA,70 min,"Action, Crime, Drama",8.2,-1,445980,/title/tt6468322/?ref_=adv_li_tt
tt9115530,The Eyes of Tammy Faye,-2021,PG-13,126 min,"Biography, Drama, Romance",6.7,55,12686,/title/tt9115530/?ref_=adv_li_tt
tt0460649,How I Met Your Mother,(2005–2014),TV-14,22 min,"Comedy, Romance",8.3,-1,653445,/title/tt0460649/?ref_=adv_li_tt
tt0790724,Jack Reacher,-2012,PG-13,130 min,"Action, Mystery, Thriller",7,50,328984,/title/tt0790724/?ref_=adv_li_tt
tt6264654,Free Guy,-2021,PG-13,115 min,"Action, Adventure, Comedy",7.2,62,280543,/title/tt6264654/?ref_=adv_li_tt
tt0436992,Doctor Who,(2005– ),TV-PG,45 min,"Adventure, Drama, Sci-Fi",8.6,-1,215666,/title/tt0436992/?ref_=adv_li_tt
tt14060094,Blacklight,-2022,PG-13,104 min,"Action, Thriller",5,28,658,/title/tt14060094/?ref_=adv_li_tt
tt2201227,Stay Close,-2021,TV-MA,375 min,"Crime, Drama, Mystery",7,-1,25064,/title/tt2201227/?ref_=adv_li_tt
tt2085059,Black Mirror,(2011–2019),TV-MA,60 min,"Drama, Sci-Fi, Thriller",8.8,-1,504540,/title/tt2085059/?ref_=adv_li_tt
tt10732104,Power Book II: Ghost,(2020– ),TV-MA,60 min,"Crime, Drama",7.1,-1,6521,/title/tt10732104/?ref_=adv_li_tt
tt8707922,Can You Keep a Secret?,-2019,TV-MA,94 min,"Comedy, Romance",5.4,35,14835,/title/tt8707922/?ref_=adv_li_tt
tt8681148,This Is Going to Hurt,(2022– ),No-certificate,45 min,"Comedy, Drama",8.6,-1,1491,/title/tt8681148/?ref_=adv_li_tt
tt7587890,The Rookie,(2018– ),TV-14,43 min,"Crime, Drama",8.1,-1,32527,/title/tt7587890/?ref_=adv_li_tt
tt11958610,Trigger Point,(2022– ),No-certificate,60 min,"Action, Crime, Drama",5.7,-1,1477,/title/tt11958610/?ref_=adv_li_tt
tt9639470,Last Night in Soho,-2021,R,116 min,"Drama, Horror, Mystery",7.1,65,86428,/title/tt9639470/?ref_=adv_li_tt
tt4786824,The Crown,(2016– ),TV-MA,58 min,"Biography, Drama, History",8.6,-1,186514,/title/tt4786824/?ref_=adv_li_tt
tt1844624,American Horror Story,(2011– ),TV-MA,60 min,"Drama, Horror, Thriller",8,-1,304691,/title/tt1844624/?ref_=adv_li_tt
tt5363918,Disenchantment,(2018– ),TV-14,30 min,"Animation, Action, Adventure",7.2,-1,55872,/title/tt5363918/?ref_=adv_li_tt
tt6226232,Young Sheldon,(2017– ),TV-PG,30 min,Comedy,7.5,-1,50723,/title/tt6226232/?ref_=adv_li_tt
tt0118401,Midsomer Murders,(1997– ),TV-14,90 min,"Crime, Drama, Mystery",7.8,-1,30638,/title/tt0118401/?ref_=adv_li_tt
tt10166622,The Dropout,(2022– ),No-certificate,runtime-unknow,"Biography, Drama",-1,-1,-1,/title/tt10166622/?ref_=adv_li_tt
tt10919420,Squid Game,(2021– ),TV-MA,55 min,"Action, Drama, Mystery",8,-1,398120,/title/tt10919420/?ref_=adv_li_tt
tt8430054,Flee,-2021,PG-13,89 min,"Documentary, Animation, Drama",8.1,91,5139,/title/tt8430054/?ref_=adv_li_tt
tt5057054,Jack Ryan,(2018– ),TV-MA,60 min,"Action, Drama, Thriller",8.1,-1,106503,/title/tt5057054/?ref_=adv_li_tt
tt1586680,Shameless,(2011–2021),TV-MA,46 min,"Comedy, Drama",8.5,-1,226009,/title/tt1586680/?ref_=adv_li_tt
tt9174558,Dopesick,-2021,TV-MA,492 min,Drama,8.7,-1,38073,/title/tt9174558/?ref_=adv_li_tt
tt0159206,Sex and the City,(1998–2004),TV-MA,30 min,"Comedy, Drama, Romance",7.2,-1,121265,/title/tt0159206/?ref_=adv_li_tt
tt13634480,The Ice Age Adventures of Buck Wild,-2022,PG,82 min,"Animation, Adventure, Comedy",4.6,30,8154,/title/tt13634480/?ref_=adv_li_tt
tt7767422,Sex Education,(2019– ),TV-MA,45 min,"Comedy, Drama",8.3,-1,250491,/title/tt7767422/?ref_=adv_li_tt
tt1798632,Firestarter,-2022,R,runtime-unknow,"Drama, Horror, Sci-Fi",-1,-1,-1,/title/tt1798632/?ref_=adv_li_tt
tt1442437,Modern Family,(2009–2020),TV-PG,22 min,"Comedy, Drama, Romance",8.4,-1,402133,/title/tt1442437/?ref_=adv_li_tt
tt11192306,Superman & Lois,(2021– ),TV-14,42 min,"Action, Adventure, Drama",7.9,-1,26652,/title/tt11192306/?ref_=adv_li_tt
tt13868972,Rocket Boys,(2022– ),No-certificate,45 min,"Drama, History",9.3,-1,5876,/title/tt13868972/?ref_=adv_li_tt
tt6920084,Resident Evil: Welcome to Raccoon City,-2021,R,107 min,"Action, Horror, Sci-Fi",5.2,44,35705,/title/tt6920084/?ref_=adv_li_tt
tt0087332,Ghostbusters,-1984,PG,105 min,"Action, Comedy, Fantasy",7.8,71,399191,/title/tt0087332/?ref_=adv_li_tt
tt13889602,Last Survivors,-2021,No-certificate,98 min,"Sci-Fi, Thriller",4.6,-1,812,/title/tt13889602/?ref_=adv_li_tt
tt11712058,Mayor of Kingstown,(2021– ),TV-MA,runtime-unknow,"Crime, Drama, Thriller",8.3,-1,15855,/title/tt11712058/?ref_=adv_li_tt
tt0475784,Westworld,(2016– ),TV-MA,62 min,"Drama, Mystery, Sci-Fi",8.6,-1,467107,/title/tt0475784/?ref_=adv_li_tt
tt1632701,Suits,(2011–2019),TV-14,44 min,"Comedy, Drama",8.4,-1,390020,/title/tt1632701/?ref_=adv_li_tt
tt10160804,Hawkeye,-2021,TV-14,60 min,"Action, Adventure, Crime",7.7,-1,131263,/title/tt10160804/?ref_=adv_li_tt
tt4052886,Lucifer,(2016–2021),TV-14,42 min,"Crime, Drama, Fantasy",8.1,-1,303683,/title/tt4052886/?ref_=adv_li_tt
tt0108757,ER,(1994–2009),TV-14,44 min,"Drama, Romance",7.8,-1,57704,/title/tt0108757/?ref_=adv_li_tt
tt9376612,Shang-Chi and the Legend of the Ten Rings,-2021,PG-13,132 min,"Action, Adventure, Fantasy",7.5,71,321448,/title/tt9376612/?ref_=adv_li_tt
tt0306414,The Wire,(2002–2008),TV-MA,59 min,"Crime, Drama, Thriller",9.3,-1,317623,/title/tt0306414/?ref_=adv_li_tt
tt8962124,Emily in Paris,(2020– ),TV-MA,30 min,"Comedy, Drama, Romance",6.9,-1,80504,/title/tt8962124/?ref_=adv_li_tt
