ID,Title,Year,Certificate,Time,Genre,IMDB rating,Metascore,Number of vote,Movie link
tt0871510,Chak De! India,(2007),Not Rated,153 min,"Drama, Family, Sport",8.2,68,78486,/title/tt0871510/?ref_=adv_li_tt
tt15128106,Parampara,(2021– ),No-certificate,50 min,"Action, Crime, Drama",7.6,-1,620,/title/tt15128106/?ref_=adv_li_tt
tt13649314,Irma Vep,,No-certificate,runtime-unknow,Comedy,-1,-1,-1,/title/tt13649314/?ref_=adv_li_tt
tt0118497,Touching Evil,(1997–1999),Not Rated,50 min,"Crime, Drama, Mystery",7.9,-1,1897,/title/tt0118497/?ref_=adv_li_tt
tt0090568,8 Million Ways to Die,(1986),R,115 min,"Action, Crime, Drama",5.8,29,5111,/title/tt0090568/?ref_=adv_li_tt
tt7618604,Patrick,(2019),No-certificate,97 min,"Comedy, Drama, Mystery",6.8,73,1744,/title/tt7618604/?ref_=adv_li_tt
tt10805432,Detention,(2019),No-certificate,102 min,"Drama, Horror, Mystery",6.8,67,2888,/title/tt10805432/?ref_=adv_li_tt
tt5848416,Walk. Ride. Rodeo.,(2019),TV-PG,100 min,"Biography, Drama",6.4,-1,2314,/title/tt5848416/?ref_=adv_li_tt
tt0384736,Gone But Not Forgotten,(2005 TV Movie),No-certificate,172 min,"Crime, Drama, Mystery",6.0,-1,630,/title/tt0384736/?ref_=adv_li_tt
tt0131566,Rogue Trader,(1999),R,101 min,"Crime, Drama, History",6.4,-1,9963,/title/tt0131566/?ref_=adv_li_tt
tt0054407,Le Trou,(1960),Not Rated,131 min,"Crime, Drama, Thriller",8.5,-1,17327,/title/tt0054407/?ref_=adv_li_tt
tt11058114,Call Your Mother,(2021),TV-PG,22 min,Comedy,5.2,-1,1228,/title/tt11058114/?ref_=adv_li_tt
tt0483726,Man of the Year,(2006),PG-13,115 min,"Comedy, Drama, Romance",6.2,39,33128,/title/tt0483726/?ref_=adv_li_tt
tt3774790,400 Days,(2015),Unrated,91 min,"Mystery, Sci-Fi, Thriller",4.4,-1,11081,/title/tt3774790/?ref_=adv_li_tt
tt0096454,Without a Clue,(1988),PG,107 min,"Comedy, Crime, Mystery",7.0,-1,10195,/title/tt0096454/?ref_=adv_li_tt
tt10969656,Dirty Sexy Saint,(2019),R,104 min,"Drama, Romance",5.7,-1,1179,/title/tt10969656/?ref_=adv_li_tt
tt11419114,Resident Evil 3,(2020 Video Game),M,runtime-unknow,"Action, Horror, Sci-Fi",7.8,-1,2954,/title/tt11419114/?ref_=adv_li_tt
tt15552352, The Dollanganger Saga,(2014– ),TV-14,100 min,"Drama, Mystery, Romance",5.7,-1,2227,/title/tt15552352/?ref_=adv_li_tt
tt0063485,The Girl with a Pistol,(1968),M,103 min,"Comedy, Drama, Romance",6.7,-1,1440,/title/tt0063485/?ref_=adv_li_tt
tt4266638,Krisha,(2015),R,83 min,Drama,7.1,86,8879,/title/tt4266638/?ref_=adv_li_tt
tt3171172,Chippendales,(II),No-certificate,runtime-unknow,Biography,-1,-1,-1,/title/tt3171172/?ref_=adv_li_tt
tt0016847,Faust,(1926),Not Rated,107 min,"Drama, Fantasy, Horror",8.1,-1,14958,/title/tt0016847/?ref_=adv_li_tt
tt0408374,Black Tie Nights,(2004–2005),No-certificate,30 min,"Drama, Romance",5.0,-1,257,/title/tt0408374/?ref_=adv_li_tt
tt0077289,California Suite,(1978),PG,103 min,"Comedy, Drama, Romance",6.2,-1,7189,/title/tt0077289/?ref_=adv_li_tt
tt1075113,Don't Look Back,(2009),Not Rated,111 min,"Drama, Horror, Mystery",5.8,-1,6796,/title/tt1075113/?ref_=adv_li_tt
tt0094516,My Secret Identity,(1988–1991),No-certificate,25 min,"Action, Adventure, Comedy",7.3,-1,1305,/title/tt0094516/?ref_=adv_li_tt
tt0120695,From Dusk Till Dawn 3: The Hangman's Daughter,(1999 Video),R,94 min,"Horror, Thriller, Western",4.8,-1,11562,/title/tt0120695/?ref_=adv_li_tt
tt0120211,Still Breathing,(1997),PG-13,109 min,"Comedy, Drama, Romance",6.7,-1,2666,/title/tt0120211/?ref_=adv_li_tt
tt2258337,Eega,(2012),Not Rated,145 min,"Action, Comedy, Fantasy",7.8,-1,23230,/title/tt2258337/?ref_=adv_li_tt
tt9616700,Adu,(2020),TV-MA,119 min,Drama,6.7,-1,4747,/title/tt9616700/?ref_=adv_li_tt
tt12443726,Last Words,(II) (2020),No-certificate,126 min,"Drama, Sci-Fi",4.9,50,259,/title/tt12443726/?ref_=adv_li_tt
tt0075261,Squirm,(1976),PG,92 min,Horror,4.8,-1,5797,/title/tt0075261/?ref_=adv_li_tt
tt6032762,Man to Man,(2017),No-certificate,80 min,"Action, Drama, Thriller",7.4,-1,1206,/title/tt6032762/?ref_=adv_li_tt
tt0049778,Somebody Up There Likes Me,(1956),Passed,113 min,"Biography, Drama, Sport",7.5,-1,7939,/title/tt0049778/?ref_=adv_li_tt
tt0780548,Kid Cannabis,(2014),Not Rated,110 min,"Biography, Comedy, Crime",6.4,54,9887,/title/tt0780548/?ref_=adv_li_tt
tt2659070,Giraffes,(2013),No-certificate,90 min,Drama,6.1,-1,67,/title/tt2659070/?ref_=adv_li_tt
tt2836628,Johnny Frank Garrett's Last Word,(2016),Not Rated,95 min,"Crime, Drama, Horror",5.1,-1,1266,/title/tt2836628/?ref_=adv_li_tt
tt16420418,Ant & Dec's Limitless Win,(2022– ),No-certificate,runtime-unknow,Game-Show,6.8,-1,47,/title/tt16420418/?ref_=adv_li_tt
tt0095403,Police Story 2,(1988),PG-13,101 min,"Action, Comedy, Crime",7.1,68,19242,/title/tt0095403/?ref_=adv_li_tt
tt13064902,Utap,,No-certificate,runtime-unknow,"Action, Adventure, Thriller",-1,-1,-1,/title/tt13064902/?ref_=adv_li_tt
tt0117653,Silent Trigger,(1996),R,93 min,"Action, Drama, Thriller",5.5,-1,4005,/title/tt0117653/?ref_=adv_li_tt
tt3014910,Finding Altamira,(2016),No-certificate,97 min,"Biography, Drama, History",6.0,57,2744,/title/tt3014910/?ref_=adv_li_tt
tt0103404,Down the Shore,(1992–1993),No-certificate,30 min,Comedy,7.6,-1,84,/title/tt0103404/?ref_=adv_li_tt
tt4113078,Westside,(2015– ),TV-MA,60 min,"Comedy, Crime, Drama",8.0,-1,626,/title/tt4113078/?ref_=adv_li_tt
tt0069824,"Brother Sun, Sister Moon",(1972),PG,121 min,"Biography, Drama, History",7.2,-1,4468,/title/tt0069824/?ref_=adv_li_tt
tt9169602,Historical Roasts,(2019– ),TV-MA,30 min,Comedy,5.3,-1,1668,/title/tt9169602/?ref_=adv_li_tt
tt0228979,Two of Us,(2000 TV Movie),PG-13,89 min,"Biography, Drama, Music",7.0,-1,1026,/title/tt0228979/?ref_=adv_li_tt
tt13488080,Rainbow High,(2020– ),TV-Y,runtime-unknow,"Animation, Short, Adventure",6.1,-1,112,/title/tt13488080/?ref_=adv_li_tt
tt14986406,Bleach: Thousand Year Blood War,(2022– ),No-certificate,24 min,"Action, Adventure, Fantasy",-1,-1,-1,/title/tt14986406/?ref_=adv_li_tt
tt1190931,American Greed,(2007– ),TV-PG,runtime-unknow,"Documentary, Crime",8.2,-1,526,/title/tt1190931/?ref_=adv_li_tt
tt4476736,Hamlet,(2015),No-certificate,217 min,Drama,8.5,-1,2146,/title/tt4476736/?ref_=adv_li_tt
tt2171120,Love Again,(I) (2014),Not Rated,102 min,"Drama, Family, Romance",5.8,-1,227,/title/tt2171120/?ref_=adv_li_tt
tt0056023,Girls! Girls! Girls!,(1962),PG,106 min,"Comedy, Musical",5.6,-1,3005,/title/tt0056023/?ref_=adv_li_tt
tt0054594,The Absent Minded Professor,(1961),Approved,92 min,"Comedy, Family, Sci-Fi",6.8,75,8158,/title/tt0054594/?ref_=adv_li_tt
tt0288441,Barbie in the Nutcracker,(2001 Video),TV-Y,76 min,"Animation, Family, Musical",6.4,-1,6111,/title/tt0288441/?ref_=adv_li_tt
tt0155722,Gloomy Sunday,(1999),Not Rated,112 min,"Romance, Drama",7.8,60,7763,/title/tt0155722/?ref_=adv_li_tt
tt0080289,Tenspeed and Brown Shoe,(1980),TV-PG,runtime-unknow,"Crime, Drama",7.6,-1,452,/title/tt0080289/?ref_=adv_li_tt
tt0062551,The Champions,(1968–1969),No-certificate,60 min,"Adventure, Sci-Fi, Thriller",7.6,-1,1193,/title/tt0062551/?ref_=adv_li_tt
tt10948716,Inside Man,,No-certificate,runtime-unknow,"Drama, Mystery, Thriller",-1,-1,-1,/title/tt10948716/?ref_=adv_li_tt
tt0087981,Razorback,(1984),R,95 min,"Horror, Thriller",6.0,-1,6699,/title/tt0087981/?ref_=adv_li_tt
tt0437503,Tarzan II,(2005 Video),G,72 min,"Animation, Adventure, Comedy",5.6,-1,10889,/title/tt0437503/?ref_=adv_li_tt
tt6212496,Mr. Roosevelt,(2017),R,90 min,Comedy,6.3,73,3236,/title/tt6212496/?ref_=adv_li_tt
tt0079882,Seven,(1979),R,100 min,"Action, Drama",5.9,-1,734,/title/tt0079882/?ref_=adv_li_tt
tt3659018,That's My Life,(2014–2017),No-certificate,140 min,Drama,5.1,-1,691,/title/tt3659018/?ref_=adv_li_tt
tt10375742,Shaq Life,(2020– ),No-certificate,runtime-unknow,Reality-TV,6.9,-1,113,/title/tt10375742/?ref_=adv_li_tt
tt5973364,Lemon,(2017),Not Rated,83 min,"Comedy, Drama",4.7,59,2129,/title/tt5973364/?ref_=adv_li_tt
tt1210071,The Janky Promoters,(2009),R,85 min,"Comedy, Crime, Music",5.1,-1,1516,/title/tt1210071/?ref_=adv_li_tt
tt7171054,The Sinners,(2020),No-certificate,96 min,"Drama, Horror, Thriller",4.2,-1,647,/title/tt7171054/?ref_=adv_li_tt
tt0025452,The Man Who Knew Too Much,(1934),Approved,75 min,"Crime, Mystery, Thriller",6.8,77,18600,/title/tt0025452/?ref_=adv_li_tt
tt0062185,Reflections in a Golden Eye,(1967),Not Rated,108 min,"Drama, Romance, Thriller",6.8,67,7164,/title/tt0062185/?ref_=adv_li_tt
tt0169183,Champagne and Bullets,(1993),TV-14,90 min,"Action, Drama",4.3,-1,517,/title/tt0169183/?ref_=adv_li_tt
tt0051878,"The Long, Hot Summer",(1958),Not Rated,115 min,Drama,7.4,-1,10718,/title/tt0051878/?ref_=adv_li_tt
tt2081194,Hansel & Gretel Get Baked,(2013),TV-MA,86 min,"Comedy, Horror",4.3,-1,3659,/title/tt2081194/?ref_=adv_li_tt
tt8787372,La caza. Monteperdido,(2019–2022),TV-14,70 min,Drama,7.1,-1,679,/title/tt8787372/?ref_=adv_li_tt
tt1319733,Road Trip: Beer Pong,(2009 Video),R,95 min,Comedy,4.9,-1,11843,/title/tt1319733/?ref_=adv_li_tt
tt4287464,Nightwatch,(2015– ),TV-14,44 min,Reality-TV,8.8,-1,906,/title/tt4287464/?ref_=adv_li_tt
tt5834410,The Tiger's Apprentice,(2023),No-certificate,runtime-unknow,"Animation, Action, Adventure",-1,-1,-1,/title/tt5834410/?ref_=adv_li_tt
tt6096308,Still,(VIII) (2018),Not Rated,96 min,"Drama, Fantasy, Mystery",5.3,-1,1136,/title/tt6096308/?ref_=adv_li_tt
tt3120408,Tinker Bell and the Legend of the NeverBeast,(2014 Video),G,76 min,"Animation, Adventure, Family",7.2,52,8455,/title/tt3120408/?ref_=adv_li_tt
tt1093078,"Crazy, Confused, Normal",(2007–2021),No-certificate,35 min,Comedy,8.3,-1,3994,/title/tt1093078/?ref_=adv_li_tt
tt11779248,Aladdin 2,,No-certificate,runtime-unknow,"Adventure, Family, Fantasy",-1,-1,-1,/title/tt11779248/?ref_=adv_li_tt
tt1703958,Ek Main Aur Ekk Tu,(2012),Not Rated,110 min,"Comedy, Drama, Romance",5.7,-1,6724,/title/tt1703958/?ref_=adv_li_tt
tt2852406,Omar,(2013),Not Rated,98 min,"Crime, Drama, Romance",7.5,75,14103,/title/tt2852406/?ref_=adv_li_tt
tt10207180,Nineteen on Fire,(2021),No-certificate,11 min,"Short, Comedy",5.2,-1,10,/title/tt10207180/?ref_=adv_li_tt
tt1807165,Danger 5,(2011–2015),No-certificate,24 min,"Action, Adventure, Comedy",8.4,-1,4545,/title/tt1807165/?ref_=adv_li_tt
tt14515452,Mouse: The Predator,(2021),No-certificate,60 min,"Action, Crime, Mystery",8.5,-1,678,/title/tt14515452/?ref_=adv_li_tt
tt8096690,Action Team,(2018),No-certificate,24 min,Comedy,4.7,-1,351,/title/tt8096690/?ref_=adv_li_tt
tt0096921,Beyond the Stars,(1989),PG,88 min,"Sci-Fi, Drama",5.2,-1,1157,/title/tt0096921/?ref_=adv_li_tt
tt0040872,They Live by Night,(1948),Passed,95 min,"Crime, Film-Noir, Romance",7.5,82,8032,/title/tt0040872/?ref_=adv_li_tt
tt4112470,Tilbury,(1987 TV Movie),No-certificate,53 min,Horror,6.2,-1,110,/title/tt4112470/?ref_=adv_li_tt
tt10540298,Mia,(XI) (2017),No-certificate,11 min,"Short, Drama",6.8,-1,287,/title/tt10540298/?ref_=adv_li_tt
tt2854394,Hot Bot,(2016),Not Rated,86 min,"Comedy, Sci-Fi",3.4,-1,3644,/title/tt2854394/?ref_=adv_li_tt
tt1886644,Piranhaconda,(2012 TV Movie),TV-14,86 min,"Action, Horror, Sci-Fi",2.9,-1,3599,/title/tt1886644/?ref_=adv_li_tt
tt1702009,Strippers vs Werewolves,(2012),No-certificate,93 min,"Action, Comedy, Crime",3.1,-1,2078,/title/tt1702009/?ref_=adv_li_tt
tt1032825,The Other Woman,(2009),R,102 min,Drama,6.3,37,19188,/title/tt1032825/?ref_=adv_li_tt
tt0330634,Mimic: Sentinel,(2003 Video),R,77 min,"Horror, Sci-Fi, Thriller",4.2,-1,3692,/title/tt0330634/?ref_=adv_li_tt
tt13357946,Navarasa,(2021– ),TV-MA,30 min,Drama,6.0,-1,3418,/title/tt13357946/?ref_=adv_li_tt
tt1597522,Astérix and Obélix: God Save Britannia,(2012),No-certificate,110 min,"Adventure, Comedy, Family",5.3,-1,14649,/title/tt1597522/?ref_=adv_li_tt
tt0059358,King Rat,(1965),Approved,134 min,"Drama, War",7.5,-1,4555,/title/tt0059358/?ref_=adv_li_tt
tt15392582,The End Games,,No-certificate,runtime-unknow,Action,-1,-1,-1,/title/tt15392582/?ref_=adv_li_tt
tt6769508,Steel Rain,(2017),TV-MA,139 min,"Action, Drama, Thriller",7.1,-1,5364,/title/tt6769508/?ref_=adv_li_tt
tt0098105,Police Academy 6: City Under Siege,(1989),PG,84 min,"Comedy, Crime",4.4,16,30829,/title/tt0098105/?ref_=adv_li_tt
tt5396402,Hail Mary,(V),No-certificate,runtime-unknow,"Biography, Drama",-1,-1,-1,/title/tt5396402/?ref_=adv_li_tt
tt14534992,Moonbound,(2021),No-certificate,85 min,"Animation, Family",4.9,-1,266,/title/tt14534992/?ref_=adv_li_tt
tt0060588,Khartoum,(1966),Approved,128 min,"Action, Adventure, Drama",6.8,-1,7274,/title/tt0060588/?ref_=adv_li_tt
tt0094450,Dirty Dancing,(1988–1989),No-certificate,30 min,"Drama, Romance",5.9,-1,234,/title/tt0094450/?ref_=adv_li_tt
tt0161292,Bleeder,(1999),No-certificate,98 min,"Crime, Drama",6.8,-1,7894,/title/tt0161292/?ref_=adv_li_tt
tt2083379,A Dark Truth,(2012),R,106 min,"Action, Drama, Thriller",5.6,31,6016,/title/tt2083379/?ref_=adv_li_tt
tt2262161,Sunset Song,(2015),R,135 min,Drama,6.4,72,3647,/title/tt2262161/?ref_=adv_li_tt
tt0085486,Emmanuelle IV,(1984),R,92 min,"Drama, Romance",3.5,-1,1496,/title/tt0085486/?ref_=adv_li_tt
tt3125652,Pasolini,(2014),No-certificate,84 min,"Biography, Drama",5.9,71,3964,/title/tt3125652/?ref_=adv_li_tt
tt0095525,Gandahar,(1987),PG,78 min,"Animation, Adventure, Fantasy",7.1,-1,4741,/title/tt0095525/?ref_=adv_li_tt
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,(2010),PG,82 min,"Animation, Action, Adventure",4.4,30,14989,/title/tt1287468/?ref_=adv_li_tt
tt1745240,Kimi ni Todoke: From Me to You,(2009– ),TV-PG,24 min,"Animation, Comedy, Drama",7.8,-1,3644,/title/tt1745240/?ref_=adv_li_tt
tt10436284,Kamp Koral: SpongeBob's Under Years,(2021– ),TV-Y7,22 min,"Animation, Short, Adventure",3.8,-1,1028,/title/tt10436284/?ref_=adv_li_tt
tt16030222,Untitled 'The Bad Seed'/Lifetime Sequel,(2022 TV Movie),TV-14,2 min,"Drama, Thriller",-1,-1,-1,/title/tt16030222/?ref_=adv_li_tt
tt15226048,Home Work,(2021– ),No-certificate,runtime-unknow,Reality-TV,5.8,-1,44,/title/tt15226048/?ref_=adv_li_tt
tt10613002,Roh,(2019),No-certificate,83 min,"Drama, Horror, Mystery",6.1,69,673,/title/tt10613002/?ref_=adv_li_tt
tt0208614,Celebrity Deathmatch,(1998–2007),TV-14,25 min,"Animation, Action, Comedy",6.9,-1,10984,/title/tt0208614/?ref_=adv_li_tt
tt1697033,True Justice,(2010–2012),No-certificate,60 min,"Action, Crime, Drama",4.7,-1,2265,/title/tt1697033/?ref_=adv_li_tt
tt0066735,Four Flies on Grey Velvet,(1971),PG,104 min,"Crime, Mystery, Thriller",6.6,-1,8195,/title/tt0066735/?ref_=adv_li_tt
tt6639482,The Match,(2020),No-certificate,119 min,"Drama, History, Sport",6.0,-1,447,/title/tt6639482/?ref_=adv_li_tt
tt0101226,Sweating Bullets,(1991–1993),TV-14,60 min,"Action, Drama",7.8,-1,1741,/title/tt0101226/?ref_=adv_li_tt
tt0074597,The Gumball Rally,(1976),PG,105 min,Comedy,6.3,37,4057,/title/tt0074597/?ref_=adv_li_tt
tt6175394,The Last Warrior,(2017),TV-PG,114 min,"Action, Adventure, Comedy",6.5,-1,2807,/title/tt6175394/?ref_=adv_li_tt
tt0055992,Follow That Dream,(1962),No-certificate,109 min,"Comedy, Musical, Romance",6.6,-1,2546,/title/tt0055992/?ref_=adv_li_tt
tt0071824,McQ,(1974),PG,111 min,"Action, Crime, Drama",6.3,-1,5171,/title/tt0071824/?ref_=adv_li_tt
tt16316040,Pornstar 2: Pangalawang putok,(2021),No-certificate,95 min,Comedy,5.6,-1,33,/title/tt16316040/?ref_=adv_li_tt
tt17077058,Homestay,(2022),TV-14,112 min,"Drama, Fantasy, Romance",6.5,-1,32,/title/tt17077058/?ref_=adv_li_tt
tt7535994,Ufak Tefek Cinayetler,(2017–2018),No-certificate,120 min,"Action, Crime, Drama",7.3,-1,2683,/title/tt7535994/?ref_=adv_li_tt
tt0106052,Late Night with Conan O'Brien,(1993–2009),TV-14,60 min,"Comedy, Music, Talk-Show",8.1,-1,17985,/title/tt0106052/?ref_=adv_li_tt
tt0116240,The Evening Star,(1996),PG-13,129 min,"Comedy, Drama, Romance",5.9,-1,4631,/title/tt0116240/?ref_=adv_li_tt
tt5847286,Shock Wave,(2017),Not Rated,119 min,"Action, Crime, Thriller",6.3,-1,3420,/title/tt5847286/?ref_=adv_li_tt
tt0031725,Ninotchka,(1939),Not Rated,110 min,"Comedy, Romance",7.9,-1,20663,/title/tt0031725/?ref_=adv_li_tt
tt0112288,The Addiction,(1995),Not Rated,82 min,"Drama, Horror",6.5,-1,9973,/title/tt0112288/?ref_=adv_li_tt
tt15170340,Orient,(2022– ),No-certificate,23 min,"Animation, Adventure, Fantasy",6.8,-1,85,/title/tt15170340/?ref_=adv_li_tt
tt0219822,Human Nature,(2001),R,96 min,"Comedy, Drama",6.4,56,18180,/title/tt0219822/?ref_=adv_li_tt
tt0161952,Knights of the Zodiac,(1986–1989),TV-PG,24 min,"Animation, Action, Adventure",8.4,-1,9860,/title/tt0161952/?ref_=adv_li_tt
tt6741368,"Remi, Nobody's Boy",(2018),No-certificate,105 min,"Adventure, Drama, Family",7.1,-1,2239,/title/tt6741368/?ref_=adv_li_tt
tt3173854,Ja'mie: Private School Girl,(2013),TV-MA,30 min,Comedy,7.4,-1,4151,/title/tt3173854/?ref_=adv_li_tt
tt0060214,Carry on Screaming!,(1966),Not Rated,97 min,"Comedy, Horror",6.9,-1,4919,/title/tt0060214/?ref_=adv_li_tt
tt8896632,Max Winslow and the House of Secrets,(2019),PG,98 min,"Family, Sci-Fi, Thriller",5.1,-1,2099,/title/tt8896632/?ref_=adv_li_tt
tt0087247,Fear City,(1984),R,95 min,"Crime, Drama, Mystery",5.7,-1,3611,/title/tt0087247/?ref_=adv_li_tt
tt0409904,Day Watch,(2006),R,132 min,"Action, Fantasy, Horror",6.5,59,34179,/title/tt0409904/?ref_=adv_li_tt
tt16365982,The Wrong Blind Date,(2022 TV Movie),No-certificate,90 min,Thriller,5.5,-1,75,/title/tt16365982/?ref_=adv_li_tt
tt6256872,A Moment in the Reeds,(2017),No-certificate,108 min,"Drama, Romance",6.9,-1,2693,/title/tt6256872/?ref_=adv_li_tt
tt6927492,Mope,(2019),TV-MA,105 min,"Biography, Comedy, Drama",5.3,48,676,/title/tt6927492/?ref_=adv_li_tt
tt14965934,Shark: The Beginning,(2021 TV Movie),No-certificate,108 min,"Action, Drama",7.0,-1,517,/title/tt14965934/?ref_=adv_li_tt
tt13108124,Unsinkable,,No-certificate,runtime-unknow,"Action, War",-1,-1,-1,/title/tt13108124/?ref_=adv_li_tt
tt0339385,Midsommer,(2003),Not Rated,94 min,"Drama, Horror, Mystery",5.7,-1,2696,/title/tt0339385/?ref_=adv_li_tt
tt8219328,Hamlet,(2018 TV Movie),No-certificate,191 min,Drama,8.6,-1,339,/title/tt8219328/?ref_=adv_li_tt
tt0093315,Jocks,(1986),R,91 min,"Comedy, Sport",3.8,-1,799,/title/tt0093315/?ref_=adv_li_tt
tt0095863,Phantasm II,(1988),R,97 min,"Action, Fantasy, Horror",6.5,42,14828,/title/tt0095863/?ref_=adv_li_tt
tt0063941,Please Sir!,(1968–1972),No-certificate,30 min,Comedy,7.2,-1,346,/title/tt0063941/?ref_=adv_li_tt
tt0031951,Son of Frankenstein,(1939),Approved,99 min,"Drama, Horror, Sci-Fi",7.1,-1,10085,/title/tt0031951/?ref_=adv_li_tt
tt0489018,Day of the Dead,(2008 Video),R,86 min,"Action, Horror, Sci-Fi",4.5,-1,20880,/title/tt0489018/?ref_=adv_li_tt
tt2033328,Lead Us Not Into Temptation,(2011),No-certificate,105 min,Drama,6.2,-1,246,/title/tt2033328/?ref_=adv_li_tt
tt3292726,Tim and Eric's Bedtime Stories,(2013–2017),TV-14,11 min,"Comedy, Horror",7.8,-1,2263,/title/tt3292726/?ref_=adv_li_tt
tt10147520,The Minions of Midas,(2020),TV-MA,316 min,"Crime, Drama, Thriller",6.6,-1,3954,/title/tt10147520/?ref_=adv_li_tt
tt1610301,Barbie in a Mermaid Tale,(2010 Video),TV-Y,75 min,"Animation, Family, Fantasy",6.4,-1,2557,/title/tt1610301/?ref_=adv_li_tt
tt0039190,The Bishop's Wife,(1947),Not Rated,109 min,"Comedy, Drama, Fantasy",7.6,72,17530,/title/tt0039190/?ref_=adv_li_tt
tt8197998,Börü,(2018),No-certificate,80 min,"Action, Thriller, War",6.9,-1,3850,/title/tt8197998/?ref_=adv_li_tt
tt0246544,The Musketeer,(2001),PG-13,104 min,"Action, Adventure, Romance",4.8,27,14494,/title/tt0246544/?ref_=adv_li_tt
tt14821376,New Worlds: The Cradle of Civilization,(2021),No-certificate,102 min,"Documentary, Music",8.5,-1,33,/title/tt14821376/?ref_=adv_li_tt
tt0205195,Ladies Man,(1999–2001),No-certificate,30 min,Comedy,6.5,-1,146,/title/tt0205195/?ref_=adv_li_tt
tt4218258,Ray Donovan: Behind the Fix,(2014),No-certificate,runtime-unknow,"Crime, Drama",8.2,-1,2489,/title/tt4218258/?ref_=adv_li_tt
tt16428256,Suzume no tojimari,(2022),No-certificate,runtime-unknow,Animation,-1,-1,-1,/title/tt16428256/?ref_=adv_li_tt
tt1942919,Men at Work,(2012–2014),TV-14,30 min,"Comedy, Drama, Romance",7.1,-1,8311,/title/tt1942919/?ref_=adv_li_tt
tt8318648,Escaping the Madhouse: The Nellie Bly Story,(2019 TV Movie),TV-14,88 min,Thriller,6.4,-1,1315,/title/tt8318648/?ref_=adv_li_tt
tt0271946,The Accidental Spy,(2001),PG-13,87 min,"Action, Comedy, Crime",5.9,-1,17291,/title/tt0271946/?ref_=adv_li_tt
tt0114658,Theodore Rex,(1995),PG,92 min,"Action, Comedy, Family",2.4,-1,4516,/title/tt0114658/?ref_=adv_li_tt
tt0275148,Rainbow,(1972–1992),No-certificate,22 min,"Animation, Family, Talk-Show",7.0,-1,910,/title/tt0275148/?ref_=adv_li_tt
tt0075909,Damnation Alley,(1977),PG,91 min,Sci-Fi,5.3,30,5234,/title/tt0075909/?ref_=adv_li_tt
tt6348410,Hala,(2019),R,94 min,Drama,6.0,75,2314,/title/tt6348410/?ref_=adv_li_tt
tt11866140,Swing,(2011–2015),No-certificate,runtime-unknow,"Reality-TV, Romance",9.0,-1,27,/title/tt11866140/?ref_=adv_li_tt
tt7245176,Paradox,(2017),No-certificate,101 min,"Action, Adventure, Crime",6.5,-1,3842,/title/tt7245176/?ref_=adv_li_tt
tt1410051,Retreat,(I) (2011),R,90 min,"Drama, Thriller",5.8,-1,11785,/title/tt1410051/?ref_=adv_li_tt
tt2457138,Battledogs,(2013 TV Movie),TV-14,88 min,"Action, Adventure, Horror",3.5,-1,1649,/title/tt2457138/?ref_=adv_li_tt
tt0428803,March of the Penguins,(2005),G,80 min,"Documentary, Family",7.5,79,57573,/title/tt0428803/?ref_=adv_li_tt
tt8344544,Vida perfecta,(2019–2021),No-certificate,30 min,"Comedy, Drama",7.4,-1,944,/title/tt8344544/?ref_=adv_li_tt
tt6919950,An Inspector Calls,(2018),No-certificate,90 min,"Drama, Mystery, Thriller",6.1,-1,114,/title/tt6919950/?ref_=adv_li_tt
tt0473188,Bobby Z,(2007),R,97 min,"Action, Crime, Thriller",5.8,-1,14610,/title/tt0473188/?ref_=adv_li_tt
tt0061122,The Trouble with Angels,(1966),PG,112 min,"Comedy, Family",7.4,-1,4790,/title/tt0061122/?ref_=adv_li_tt
tt4392454,13 Cameras,(2015),TV-MA,87 min,"Crime, Drama, Horror",5.1,41,5297,/title/tt4392454/?ref_=adv_li_tt
tt10022384,The Protector,(II) (2019),R,126 min,"Comedy, Romance",5.6,-1,680,/title/tt10022384/?ref_=adv_li_tt
tt0058969,The Big Job,(1965),No-certificate,85 min,"Comedy, Mystery",6.5,-1,735,/title/tt0058969/?ref_=adv_li_tt
tt10107222,Cocoon,(2020),No-certificate,99 min,"Drama, Romance",6.5,-1,842,/title/tt10107222/?ref_=adv_li_tt
tt3956336,American Dresser,(2018),Not Rated,97 min,Action,5.3,24,428,/title/tt3956336/?ref_=adv_li_tt
tt2980794,Highway,(I) (2014),Not Rated,133 min,"Crime, Drama, Romance",7.6,40,28188,/title/tt2980794/?ref_=adv_li_tt
tt3689484,Castle in the Ground,(2019),TV-MA,105 min,Drama,5.2,53,816,/title/tt3689484/?ref_=adv_li_tt
tt15004156,Woodstock 99: Peace Love and Rage,(2021),TV-MA,110 min,"Documentary, Music",7.1,73,4976,/title/tt15004156/?ref_=adv_li_tt
tt2343137,Spies of Warsaw,(2013),No-certificate,120 min,"Action, Adventure, Drama",6.8,-1,2331,/title/tt2343137/?ref_=adv_li_tt
tt12906784,Shark Season,(2020),Not Rated,87 min,"Action, Horror, Thriller",2.6,-1,602,/title/tt12906784/?ref_=adv_li_tt
tt13131186,Enemy,(2021),No-certificate,159 min,"Action, Drama, Thriller",6.8,-1,3758,/title/tt13131186/?ref_=adv_li_tt
tt15783462,Qi ji ben xiao hai,(2022),No-certificate,106 min,"Comedy, Drama",6.8,-1,114,/title/tt15783462/?ref_=adv_li_tt
